SampleID,SampleDate,Species,Sex,Tissue,Length,Weight,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFBS,PFPeS,PFHxS,PFHpS,PFOS,6:2 FTS,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFNS,PFDS,PFDoS,4:2 FTS,8:2 FTS,10:2 FTS,N-MeFOSAA,N-EtFOSAA,FOSA,FOSAA,N-MeFOSA,N-EtFOSA,HFPO-DA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,3:3 FTCA,5:3 FTCA,7:3 FTCA,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,6:2 diPAP,FBSA,FHxSA,PFPrS,Cl-PFOS,PFEtCHxS,8:2 diPAP,diSAmPAP,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_6:2 FTS,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFHxDA,log_PFNS,log_PFDS,log_PFDoS,log_4:2 FTS,log_8:2 FTS,log_10:2 FTS,log_N-MeFOSAA,log_N-EtFOSAA,log_FOSA,log_FOSAA,log_N-MeFOSA,log_N-EtFOSA,log_HFPO-DA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_6:2 FTCA,log_8:2 FTCA,log_10:2 FTCA,log_6:2 FTUCA,log_8:2 FTUCA,log_6:2 diPAP,log_FBSA,log_FHxSA,log_PFPrS,log_Cl-PFOS,log_PFEtCHxS,log_8:2 diPAP,log_diSAmPAP
BG019-GON-01122021,11/10/2020 0:00,Bluegill,F,Gonad,17,112.15,0.0727,0.0727,0.1453,0.0727,0.277,0.316,0.0727,0.1453,6.48,2.09,1850,0.0727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859.8171,-1.138465589,-1.138465589,-0.837734386,-1.138465589,-0.557520231,-0.500312917,-1.138465589,-0.837734386,0.811575006,0.320146286,3.267171728,-1.138465589,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG019-LIV-01122021,11/10/2020 0:00,Bluegill,F,Liver,17,112.15,0.2062,0.2062,0.2062,1.36,0.297,0.2062,0.2062,0.4125,7.37,2.89,4240,0.2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4253.5667,-0.685711339,-0.685711339,-0.685711339,0.133538908,-0.527243551,-0.685711339,-0.685711339,-0.384576047,0.867467488,0.460897843,3.627365857,-0.685711339,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG019-MU-01122021,11/10/2020 0:00,Bluegill,F,Muscle,17,112.15,0.045,0.045,0.045,0.09,0.09,0.045,0.045,0.045,2.69,0.475,335,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.66,-1.346787486,-1.346787486,-1.346787486,-1.045757491,-1.045757491,-1.346787486,-1.346787486,-1.346787486,0.42975228,-0.32330639,2.525044807,-1.346787486,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG020-LIV-01122021,11/10/2020 0:00,Bluegill,M,Liver,15,83.25,0.1284,0.1284,0.1284,0.257,0.2568,0.1284,0.1284,0.1284,5.1,2.07,2720,0.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.5826,-0.891434976,-0.891434976,-0.891434976,-0.590066877,-0.590404981,-0.891434976,-0.891434976,-0.891434976,0.707570176,0.315970345,3.434568904,-0.891434976,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG020-MU-01122021,11/10/2020 0:00,Bluegill,M,Muscle,15,83.25,0.0438,0.0877,0.0438,0.334,0.0877,0.0877,0.0438,0.0438,1.93,0.292,307,0.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0381,-1.358525889,-1.057000407,-1.358525889,-0.476253533,-1.057000407,-1.057000407,-1.358525889,-1.358525889,0.285557309,-0.534617149,2.487138375,-1.358525889,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG021-GON-01122021,11/10/2020 0:00,Bluegill,F,Gonad,17,141.25,0.0447,0.0447,0.0447,0.0447,0.0894,0.0447,0.0447,0.0894,2.65,0.938,914,0.0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.0797,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-1.048662481,-1.349692477,-1.349692477,-1.048662481,0.423245874,-0.027797162,2.960946196,-1.349692477,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG021-LIV-01122021,11/10/2020 0:00,Bluegill,F,Liver,17,141.25,1.8908,1.8908,0.432,1.38,1.8908,1.8908,1.8908,1.8908,5.93,3.7815,2550,1.8908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2574.7591,0.276645594,0.276645594,-0.364516253,0.139879086,0.276645594,0.276645594,0.276645594,0.276645594,0.773054693,0.577664105,3.40654018,0.276645594,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG021-MU-01122021,11/10/2020 0:00,Bluegill,F,Muscle,17,141.25,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,0.0428,205,0.0428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.4708,-1.368556231,-1.368556231,-1.368556231,-1.368556231,-1.368556231,-1.368556231,-1.368556231,-1.368556231,-1.368556231,-1.368556231,2.311753861,-1.368556231,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG022-GON-01122021,11/10/2020 0:00,Bluegill,F,Gonad,21,221.5,0.0742,0.0742,0.0742,0.0742,0.1484,0.0742,0.0742,0.0742,4.63,1.09,2850,0.0742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856.462,-1.129596095,-1.129596095,-1.129596095,-1.129596095,-0.828566099,-1.129596095,-1.129596095,-1.129596095,0.665580991,0.037426498,3.45484486,-1.129596095,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG022-LIV-01122021,11/10/2020 0:00,Bluegill,F,Liver,21,221.5,0.0441,0.0441,0.0441,0.0882,0.0441,0.0882,0.0441,0.0882,2.94,2.64,3410,0.0441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416.1092,-1.355561411,-1.355561411,-1.355561411,-1.054531415,-1.355561411,-1.054531415,-1.355561411,-1.054531415,0.46834733,0.421603927,3.532754379,-1.355561411,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG022-MU-01122021,11/10/2020 0:00,Bluegill,F,Muscle,21,221.5,0.041,0.041,0.041,0.0821,0.0821,0.041,0.041,0.041,1.49,0.0821,416,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0233,-1.387216143,-1.387216143,-1.387216143,-1.085656843,-1.085656843,-1.387216143,-1.387216143,-1.387216143,0.173186268,-1.085656843,2.619093331,-1.387216143,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG023-LIV-01122021,11/10/2020 0:00,Bluegill,M,Liver,21,179.5,0.0515,0.0515,0.0515,0.284,0.103,0.103,0.0515,0.0515,3.56,1.4,2040,0.0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.759,-1.288192771,-1.288192771,-1.288192771,-0.54668166,-0.987162775,-0.987162775,-1.288192771,-1.288192771,0.551449998,0.146128036,3.309630167,-1.288192771,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG023-MU-01122021,11/10/2020 0:00,Bluegill,M,Muscle,21,179.5,0.0489,0.0489,0.0489,0.0978,0.0489,0.0978,0.0489,0.0489,1.77,0.0978,230,0.0489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4057,-1.310691141,-1.310691141,-1.310691141,-1.009661145,-1.310691141,-1.009661145,-1.310691141,-1.310691141,0.247973266,-1.009661145,2.361727836,-1.310691141,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG024-GON-01122021,11/10/2020 0:00,Bluegill,F,Gonad,15,84.55,0.1364,0.1364,0.1364,0.1364,0.2729,0.473,0.1364,0.2729,7.59,1.82,3050,0.1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.2472,-0.86518563,-0.86518563,-0.86518563,-0.86518563,-0.563996464,-0.325138859,-0.86518563,-0.563996464,0.880241776,0.260071388,3.484299839,-0.86518563,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG024-LIV-01122021,11/10/2020 0:00,Bluegill,F,Liver,15,84.55,0.2795,0.2795,0.2795,1.39,0.559,0.2795,0.2795,0.559,13.9,3.9,7650,0.2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7671.985,-0.553618188,-0.553618188,-0.553618188,0.1430148,-0.252588192,-0.553618188,-0.553618188,-0.252588192,1.1430148,0.591064607,3.883661435,-0.553618188,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG024-MU-01122021,11/10/2020 0:00,Bluegill,F,Muscle,15,84.55,0.0432,0.0432,0.0432,0.0864,0.0432,0.0432,0.0432,0.0432,1.61,0.269,317,0.0432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.311,-1.364516253,-1.364516253,-1.364516253,-1.063486258,-1.364516253,-1.364516253,-1.364516253,-1.364516253,0.206825876,-0.57024772,2.501059262,-1.364516253,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG025-GON-01122021,11/10/2020 0:00,Bluegill,F,Gonad,16,93,0.1576,0.1576,0.1576,0.1576,0.3151,0.3151,0.1576,0.1576,5.01,0.583,963,0.1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.3264,-0.802443787,-0.802443787,-0.802443787,-0.802443787,-0.501551597,-0.501551597,-0.802443787,-0.802443787,0.699837726,-0.234331445,2.983626287,-0.802443787,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG025-LIV-01122021,11/10/2020 0:00,Bluegill,F,Liver,16,93,0.4707,0.4707,0.4707,1.22,0.9414,0.4707,0.4707,0.4707,5.51,0.72,2380,0.4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.6863,-0.327255802,-0.327255802,-0.327255802,0.086359831,-0.026225806,-0.327255802,-0.327255802,-0.327255802,0.741151599,-0.142667504,3.376576957,-0.327255802,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG025-MU-01122021,11/10/2020 0:00,Bluegill,F,Muscle,16,93,0.045,0.045,0.045,0.0901,0.0901,0.045,0.045,0.045,4.5,0.209,285,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.2042,-1.346787486,-1.346787486,-1.346787486,-1.045275209,-1.045275209,-1.346787486,-1.346787486,-1.346787486,0.653212514,-0.679853714,2.45484486,-1.346787486,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG026-LIV-01122021,11/10/2020 0:00,Bluegill,M,Liver,15,82.7,0.316,0.316,0.316,2.63,0.316,0.316,0.316,0.316,2.7,1.75,2090,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2099.608,-0.500312917,-0.500312917,-0.500312917,0.419955748,-0.500312917,-0.500312917,-0.500312917,-0.500312917,0.431363764,0.243038049,3.320146286,-0.500312917,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG026-MU-01122021,11/10/2020 0:00,Bluegill,M,Muscle,15,82.7,0.0845,0.0422,0.0422,0.0845,0.0845,0.0845,0.0422,0.0422,1.49,0.0845,255,0.0422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1235,-1.073143291,-1.374687549,-1.374687549,-1.073143291,-1.073143291,-1.073143291,-1.374687549,-1.374687549,0.173186268,-1.073143291,2.40654018,-1.374687549,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG027-GON-01122021,11/10/2020 0:00,Bluegill,F,Gonad,16,83.8,0.1502,0.1502,0.1502,0.1502,0.1502,0.1502,0.1502,0.1502,4.67,1.14,1260,0.1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.1618,-0.823330067,-0.823330067,-0.823330067,-0.823330067,-0.823330067,-0.823330067,-0.823330067,-0.823330067,0.669316881,0.056904851,3.100370545,-0.823330067,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG027-LIV-01122021,11/10/2020 0:00,Bluegill,F,Liver,16,83.8,0.2768,0.2768,0.2768,2.17,0.2768,0.366,0.2768,0.5535,5.05,1.6,4920,0.2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4931.4003,-0.557833914,-0.557833914,-0.557833914,0.336459734,-0.557833914,-0.436518915,-0.557833914,-0.256882375,0.703291378,0.204119983,3.691965103,-0.557833914,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG027-MU-01122021,11/10/2020 0:00,Bluegill,F,Muscle,16,83.8,0.0857,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,1.16,0.229,279,0.0429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.8179,-1.067019178,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-1.367542708,0.064457989,-0.640164518,2.445604203,-1.367542708,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG028-LIV-01122021,11/10/2020 0:00,Bluegill,M,Liver,23,459.5,0.049,0.049,0.049,0.602,0.098,0.049,0.049,0.098,5.36,1.38,676,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.832,-1.30980392,-1.30980392,-1.30980392,-0.220403509,-1.008773924,-1.30980392,-1.30980392,-1.008773924,0.72916479,0.139879086,2.829946696,-1.30980392,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG028-MU-01122021,11/10/2020 0:00,Bluegill,M,Muscle,23,459.5,0.0451,0.0451,0.0451,0.0451,0.0903,0.0903,0.0903,0.467,223,0.0903,85,0.0451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0537,-1.345823458,-1.345823458,-1.345823458,-1.345823458,-1.04431225,-1.04431225,-1.04431225,-0.330683119,2.348304863,-1.04431225,1.929418926,-1.345823458,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
BG029-GON-05262021,4/28/2021 0:00,Bluegill,M,Gonad,20,191.45,0.791,0.135,0.959,0.285,0.883,0.869,0.275,0.459,11,1.47,781,0.135,2.68,7.59,8.36,6.54,10.3,0.468,7.47,10.7,3.89,0.3375,10.8,5.85,0.135,0.135,2.15,0.135,0.135,0.532,0.135,0.135,0.135,0.135,1.35,0.135,0.731,0.135,0.135,0.135,0.135,0.135,0.3375,2.05,27.1,0.3375,1.62,0.135,0.135,0.135,911.7495,-0.101823517,-0.869666232,-0.018181393,-0.54515514,-0.054039296,-0.060980224,-0.560667306,-0.338187314,1.041392685,0.167317335,2.892651034,-0.869666232,0.428134794,0.880241776,0.922206277,0.815577748,1.012837225,-0.329754147,0.873320602,1.029383778,0.589949601,-0.471726223,1.033423755,0.767155866,-0.869666232,-0.869666232,0.33243846,-0.869666232,-0.869666232,-0.274088368,-0.869666232,-0.869666232,-0.869666232,-0.869666232,0.130333768,-0.869666232,-0.136082623,-0.869666232,-0.869666232,-0.869666232,-0.869666232,-0.869666232,-0.471726223,0.311753861,1.432969291,-0.471726223,0.209515015,-0.869666232,-0.869666232,-0.869666232
BG029-LIV-05262021,4/28/2021 0:00,Bluegill,M,Liver,20,191.45,1.18,0.095,0.095,0.377,1.67,1.81,0.095,1.64,25.5,11.3,464,0.095,5.07,22.2,15.7,12.2,9.52,0.565,58.5,64.4,20.7,0.238,16.4,5.9,0.095,0.095,9.86,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.95,0.095,10.2,0.095,0.095,0.095,0.095,0.095,0.238,14.4,152,0.238,11.2,0.538,0.095,0.095,940.489,0.071882007,-1.022276395,-1.022276395,-0.42365865,0.222716471,0.257678575,-1.022276395,0.214843848,1.40654018,1.053078443,2.666517981,-1.022276395,0.705007959,1.346352974,1.195899652,1.086359831,0.978636948,-0.247951552,1.767155866,1.808885867,1.315970345,-0.623423043,1.214843848,0.770852012,-1.022276395,-1.022276395,0.993876915,-1.022276395,-1.022276395,-1.022276395,-1.022276395,-1.022276395,-1.022276395,-1.022276395,-0.022276395,-1.022276395,1.008600172,-1.022276395,-1.022276395,-1.022276395,-1.022276395,-1.022276395,-0.623423043,1.158362492,2.181843588,-0.623423043,1.049218023,-0.269217724,-1.022276395,-1.022276395
