"Sample_ID","Sampling_Date","Matrix","Dilution_Factor","Units","Analyte","CAS","Result Value","Q","LOQ","LOD","DL"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorodecanoic acid","335-76-2","0.096","J H I H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroundecanoic acid","2058-94-8","0.20","H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorododecanoic acid","307-55-1","0.66","H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorotridecanoic acid","72629-94-8","0.64","H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorotetradecanoic acid","376-06-7","0.42","H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorobutanesulfonic acid","375-73-5","0.099","U H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoropentanesulfonic acid","2706-91-4","0.10","J H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorohexanesulfonic acid","355-46-4","0.86","H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroheptanesulfonic acid","375-92-8","0.090","J H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanesulfonic acid","1763-23-1","13","H H3","0.50","0.42","0.21"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorononanesulfonic acid","68259-12-1","0.052","J H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorododecanesulfonic acid (PFDoS)","79780-39-5","0.40","H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorohexanesulfonic acid (4:2)","757124-72-4","0.40","U H H3","0.79","0.40","0.20"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorooctanesulfonic acid (6:2)","27619-97-2","0.55","J H H3","0.99","0.79","0.35"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorodecanesulfonic acid (8:2)","39108-34-4","0.38","J H H3","0.99","0.79","0.35"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanesulfonamide","754-91-6","0.30","H H3","0.20","0.18","0.089"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","NMeFOSA","31506-32-8","0.099","U H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-methylperfluorooctanesulfonamidoacetic acid","2355-31-9","0.099","U H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-ethylperfluoro-1-octanesulfonamide","4151-50-2","0.099","U H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-ethylperfluorooctanesulfonamidoacetic acid","2991-50-6","0.099","U H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","2-(N-methylperfluoro-1-octanesulfonamido) ethanol","24448-09-7","0.99","U H H3","2.0","0.99","0.50"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","2-(N-ethylperfluoro-1-octanesulfonamido) ethanol","1691-99-2","0.99","U H H3","2.0","0.99","0.50"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro(2-propoxypropanoic) acid","13252-13-6","0.60","U H H3","0.79","0.60","0.30"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","DONA","919005-14-4","0.40","U H H3","0.79","0.40","0.20"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro(4-methoxybutanoic acid)","863090-89-5","0.20","U H H3","0.40","0.20","0.099"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro-3,6-dioxaheptanoic acid","151772-58-6","0.20","U H H3","0.40","0.20","0.10"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid","756426-58-1","0.40","U H H3","0.79","0.40","0.20"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","763051-92-9","0.40","U H H3","0.79","0.40","0.20"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro (2-ethoxyethane) sulfonic acid","113507-82-7","0.20","U H H3","0.40","0.20","0.099"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","3:3 FTCA","356-02-5","0.50","U H H3","0.99","0.50","0.25"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","5:3 FTCA","914637-49-3","2.5","U H H3","5.0","2.5","0.99"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","7:3 FTCA","812-70-4","1.5","J H H3","5.0","2.5","0.99"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorodecanesulfonic acid","335-77-3","0.25","H H3","0.20","0.099","0.050"
"WG085-SED-SPILL-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro-3-methoxypropanoic acid","377-73-1","0.20","U H H3","0.40","0.20","0.099"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorobutanoic acid","375-22-4","0.40","U H H3","0.79","0.40","0.099"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoropentanoic acid","2706-90-3","0.20","U H H3","0.40","0.20","0.099"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorohexanoic acid","307-24-4","0.18","U H H3","0.20","0.18","0.089"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroheptanoic acid","375-85-9","0.18","U H H3","0.20","0.18","0.089"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanoic acid","335-67-1","0.15","J H H3 M","0.20","0.099","0.051"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorononanoic acid","375-95-1","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorodecanoic acid","335-76-2","0.11","J H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroundecanoic acid","2058-94-8","0.39","H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorododecanoic acid","307-55-1","0.12","J H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorotridecanoic acid","72629-94-8","0.099","U H H3 M","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorotetradecanoic acid","376-06-7","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorobutanesulfonic acid","375-73-5","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoropentanesulfonic acid","2706-91-4","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorohexanesulfonic acid","355-46-4","0.47","H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroheptanesulfonic acid","375-92-8","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanesulfonic acid","1763-23-1","7.1","H H3","0.50","0.42","0.21"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorononanesulfonic acid","68259-12-1","0.17","J H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorododecanesulfonic acid (PFDoS)","79780-39-5","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorohexanesulfonic acid (4:2)","757124-72-4","0.40","U H H3","0.79","0.40","0.20"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorooctanesulfonic acid (6:2)","27619-97-2","0.79","U H H3","0.99","0.79","0.35"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorodecanesulfonic acid (8:2)","39108-34-4","0.61","J H H3","0.99","0.79","0.35"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanesulfonamide","754-91-6","0.95","H H3","0.20","0.18","0.089"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","NMeFOSA","31506-32-8","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-methylperfluorooctanesulfonamidoacetic acid","2355-31-9","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-ethylperfluoro-1-octanesulfonamide","4151-50-2","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-ethylperfluorooctanesulfonamidoacetic acid","2991-50-6","0.099","U H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","2-(N-methylperfluoro-1-octanesulfonamido) ethanol","24448-09-7","0.99","U H H3","2.0","0.99","0.50"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","2-(N-ethylperfluoro-1-octanesulfonamido) ethanol","1691-99-2","0.99","U H H3","2.0","0.99","0.50"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro(2-propoxypropanoic) acid","13252-13-6","0.60","U H H3","0.79","0.60","0.30"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","DONA","919005-14-4","0.40","U H H3","0.79","0.40","0.20"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro(4-methoxybutanoic acid)","863090-89-5","0.20","U H H3","0.40","0.20","0.099"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro-3,6-dioxaheptanoic acid","151772-58-6","0.20","U H H3","0.40","0.20","0.10"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid","756426-58-1","0.40","U H H3","0.79","0.40","0.20"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","763051-92-9","0.40","U H H3","0.79","0.40","0.20"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro (2-ethoxyethane) sulfonic acid","113507-82-7","0.20","U H H3","0.40","0.20","0.099"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","3:3 FTCA","356-02-5","0.50","U H H3","0.99","0.50","0.25"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","5:3 FTCA","914637-49-3","2.5","U H H3","5.0","2.5","0.99"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","7:3 FTCA","812-70-4","2.5","U H H3","5.0","2.5","0.99"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorodecanesulfonic acid","335-77-3","0.38","H H3","0.20","0.099","0.050"
"WG086-SED-EAST-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro-3-methoxypropanoic acid","377-73-1","0.20","U H H3","0.40","0.20","0.099"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorobutanoic acid","375-22-4","0.43","U H H3 cn","0.85","0.43","0.11"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoropentanoic acid","2706-90-3","0.15","J H H3 M cn","0.43","0.21","0.11"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorohexanoic acid","307-24-4","0.20","J H H3 M cn","0.21","0.19","0.096"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroheptanoic acid","375-85-9","0.10","J H H3 cn","0.21","0.19","0.096"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanoic acid","335-67-1","0.61","H H3 cn","0.21","0.11","0.054"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorononanoic acid","375-95-1","0.34","H I H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorodecanoic acid","335-76-2","0.29","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroundecanoic acid","2058-94-8","0.84","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorododecanoic acid","307-55-1","1.3","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorotridecanoic acid","72629-94-8","1.1","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorotetradecanoic acid","376-06-7","0.91","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorobutanesulfonic acid","375-73-5","0.10","J H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoropentanesulfonic acid","2706-91-4","0.17","J H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorohexanesulfonic acid","355-46-4","2.2","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoroheptanesulfonic acid","375-92-8","0.32","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanesulfonic acid","1763-23-1","55","H H3 cn","0.53","0.45","0.22"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorononanesulfonic acid","68259-12-1","0.31","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorododecanesulfonic acid (PFDoS)","79780-39-5","0.55","H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorohexanesulfonic acid (4:2)","757124-72-4","0.43","U H H3 cn","0.85","0.43","0.21"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorooctanesulfonic acid (6:2)","27619-97-2","0.58","J H H3 cn","1.1","0.85","0.37"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","1H,1H,2H,2H-perfluorodecanesulfonic acid (8:2)","39108-34-4","0.95","J H I H3 cn","1.1","0.85","0.37"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluorooctanesulfonamide","754-91-6","0.68","H H3 cn","0.21","0.19","0.096"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","NMeFOSA","31506-32-8","0.11","U H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-methylperfluorooctanesulfonamidoacetic acid","2355-31-9","0.11","U H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-ethylperfluoro-1-octanesulfonamide","4151-50-2","0.11","U H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","N-ethylperfluorooctanesulfonamidoacetic acid","2991-50-6","0.11","U H H3 cn","0.21","0.11","0.053"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","2-(N-methylperfluoro-1-octanesulfonamido) ethanol","24448-09-7","1.8","J H H3 cn","2.1","1.1","0.53"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","2-(N-ethylperfluoro-1-octanesulfonamido) ethanol","1691-99-2","1.1","U H H3 cn","2.1","1.1","0.53"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro(2-propoxypropanoic) acid","13252-13-6","0.64","U H H3 cn","0.85","0.64","0.32"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","DONA","919005-14-4","0.43","U H H3 cn","0.85","0.43","0.21"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro(4-methoxybutanoic acid)","863090-89-5","0.21","U H H3 cn","0.43","0.21","0.11"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro-3,6-dioxaheptanoic acid","151772-58-6","0.21","U H H3 cn","0.43","0.21","0.11"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid","756426-58-1","0.43","U H H3 cn","0.85","0.43","0.21"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid","763051-92-9","0.43","U H H3 cn","0.85","0.43","0.21"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","Perfluoro (2-ethoxyethane) sulfonic acid","113507-82-7","0.21","U H H3 cn","0.43","0.21","0.11"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","3:3 FTCA","356-02-5","0.53","U H H3 cn","1.1","0.53","0.27"
"WG087-SED-HEAD-06152021","06/15/2021 12:00:00","Solid","1","ng/g","5:3 FTCA","914637-49-3","2.7","U H H3 cn","5.3","2.7","1.1"
