Sample ID,Location,Sample Date,Common Name,Genus,Species,Sex,Tissue,Length,log_Length,Weight,log_Weight,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFPrS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFDoS,Cl-PFOS,PFEtCHxS,FBSA,FHxSA,FOSA,N-MeFOSA,N-EtFOSA,FOSAA,N-MeFOSAA,N-EtFOSAA,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,HFPO-DA,6:2 diPAP,8:2 diPAP,diSAmPAP,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFHxDA,log_PFPrS,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_PFNS,log_PFDS,log_PFDoS,log_Cl-PFOS,log_PFEtCHxS,log_FBSA,log_FHxSA,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_FOSAA,log_N-MeFOSAA,log_N-EtFOSAA,log_4:2 FTS,log_6:2 FTS,log_8:2 FTS,log_10:2 FTS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_6:2 FTCA,log_8:2 FTCA,log_10:2 FTCA,log_6:2 FTUCA,log_8:2 FTUCA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_HFPO-DA,log_6:2 diPAP,log_8:2 diPAP,log_diSAmPAP
PU007-JBA-08132021,Down,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,5,0.698970004,9.52,0.978636948,0.100851636,0.178139613,0.136071866,0.100851636,0.411,0.538,3.76,5.88,0.061222539,3.14,7.09,0.091384504,0.058501506,0.171601408,0.269,32.1,1.1,877,0.735,0.899,0.269619352,0.153214862,0.100851636,35.8,27.6,6.88,0.059071221,0.089479678,0.06044007,10.3,0.06655552,0.062982189,0.046293144,2.22,0.286283891,0.088446881,0.63,4.94,4.35,2.29,0.114417902,0.060207072,0.046336686,0.076677708,0.053222506,0.060421309,0.110034702,0.081625639,0.10166038,0.134952767,1030.95342,-0.996317052,-0.749239494,-0.866231658,-0.996317052,-0.386158178,-0.269217724,0.575187845,0.769377326,-1.213088661,0.496929648,0.850646235,-1.039127443,-1.232832956,-0.765479152,-0.57024772,1.506505032,0.041392685,2.942999593,-0.133712661,-0.046240308,-0.56924894,-0.814699104,-0.996317052,1.553883027,1.440909082,0.837588438,-1.228624056,-1.048275588,-1.218675044,1.012837225,-1.176815921,-1.200782251,-1.334483326,0.346352974,-0.543203088,-1.053317476,-0.200659451,0.693726949,0.638489257,0.359835482,-0.941506021,-1.220352494,-1.334075027,-1.115330876,-1.273904677,-1.218809869,-0.95847033,-1.088173405,-0.992848273,-0.869818208
PU008-JBA-08132021,Down,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,7,0.84509804,16.06,1.205745541,0.093710954,0.053981701,0.041233899,0.093710954,0.291,0.162130565,9.29,6.93,0.061003005,3.77,11.4,0.091056814,0.058291729,0.469,0.124060403,20.1,2.28,3330,2.11,1.59,0.250529268,0.299,0.21,100,82.5,42.6,0.058859401,0.089158818,0.060223341,8.76,0.066316862,0.062756345,0.141441846,1.23,0.266013895,0.088129725,4.77,36.8,2.96,3.99,0.114007618,0.059991179,0.046170531,0.076402755,0.053031659,0.060204648,0.109640135,0.081332943,0.101295842,0.134468848,3675.048156,-1.028209642,-1.267753434,-1.384745598,-1.028209642,-0.536107011,-0.790135105,0.968015714,0.840733235,-1.214648769,0.57634135,1.056904851,-1.040687551,-1.234393063,-0.328827157,-0.906366813,1.303196057,0.357934847,3.522444234,0.324282455,0.201397124,-0.60114153,-0.524328812,-0.677780705,2,1.916453949,1.629409599,-1.230184163,-1.049835696,-1.220235152,0.942504106,-1.178376029,-1.202342359,-0.849422083,0.089905111,-0.575095678,-1.054877584,0.678518379,1.565847819,0.471291711,0.600972896,-0.943066128,-1.221912602,-1.335635134,-1.116890983,-1.275464785,-1.220369977,-0.960030437,-1.089733513,-0.99440838,-0.871378316
PU009-JBA-08132021,Down,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,14.62,1.164947373,0.028397259,0.05015959,0.038314381,0.089766607,0.285,0.346,3.5,6.01,0.056683759,1.19,6.42,0.084609642,0.054164451,0.152739973,0.11883863,5.8,1.8,879,1.76,1.99,1.02,0.13637437,0.232,17.9,36.1,22.8,0.05469193,0.082846032,0.055959298,0.071422679,0.061621375,0.058312955,0.306,1.19,0.25481722,0.081889803,15.9,5.5,0.045553942,0.028397259,0.105935442,0.055743574,0.04290148,0.070993147,0.049276815,0.055941928,0.101877194,0.075574259,0.094123708,0.124947938,1011.431877,-1.546723582,-1.299646024,-1.416638188,-1.046885191,-0.54515514,-0.460923901,0.544068044,0.778874472,-1.246541359,0.075546961,0.807535028,-1.07258014,-1.266285653,-0.816047291,-0.925042362,0.763427994,0.255272505,2.943988875,0.245512668,0.298853076,0.008600172,-0.865267243,-0.634512015,1.252853031,1.557507202,1.357934847,-1.262076753,-1.081728286,-1.252127742,-1.146163866,-1.210268619,-1.234234949,-0.514278574,0.075546961,-0.593771227,-1.086770174,1.201397124,0.740362689,-1.341474032,-1.546723582,-0.974958718,-1.253805191,-1.367527724,-1.148783573,-1.307357375,-1.252262566,-0.991923027,-1.121626102,-1.02630097,-0.903270905
PU010-JBA-08132021,Down,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,9,0.954242509,8.45,0.926856709,0.02695,0.04775,0.0365,0.02695,0.207,0.154,2.33,4.59,10.4,6.52,5.82,0.0805,0.0515,2.03,0.118,4.42,0.645,479,0.49,2.06,0.2385,0.1355,0.089,37.6,61.3,21.6,0.052,0.079,0.053,0.224,0.0585,0.0555,0.1345,0.941,0.0765,0.078,0.879,1.98,0.04335,0.02695,0.101,0.053,0.04075,0.223,0.0468,0.053,0.097,0.072,0.0895,0.119,645.5935,-1.56944123,-1.321026624,-1.437707136,-1.56944123,-0.684029655,-0.812479279,0.367355921,0.661812686,1.017033339,0.814247596,0.764922985,-1.09420412,-1.288192771,0.307496038,-0.928117993,0.645422269,-0.190440285,2.680335513,-0.30980392,0.31386722,-0.622511617,-0.868060705,-1.050609993,1.575187845,1.787460475,1.334453751,-1.283996656,-1.102372909,-1.27572413,-0.649751982,-1.232844134,-1.255707017,-0.871277716,-0.026410377,-1.116338565,-1.107905397,-0.056011125,0.29666519,-1.363010898,-1.56944123,-0.995678626,-1.27572413,-1.389872387,-0.651695137,-1.329754147,-1.27572413,-1.013228266,-1.142667504,-1.048176965,-0.924453039
PU011-JBA-08132021,Down,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,4.75,0.67669361,0.093516209,0.048048344,0.126174702,0.093516209,1.37,0.822,5.02,9.27,0.054297907,2.51,5.49,0.081048375,0.051884639,0.159120009,0.123802588,22.1,1.06,1800,0.944,0.659,0.250008634,0.142070806,0.093516209,75.3,98.3,24.7,0.052389916,0.079358996,0.05360394,9.07,0.059027696,0.05585853,0.141147911,2.43,0.265461081,0.078443015,0.051320334,1.58,2.56,0.027202002,0.101476559,0.053397295,0.041095733,0.068005005,0.047202726,0.053587301,0.097589125,0.072393296,0.090161988,0.119688809,2066.110416,-1.029113105,-1.318321573,-0.899027711,-1.029113105,0.136720567,-0.085128182,0.700703717,0.967079734,-1.265216908,0.399673721,0.739572344,-1.091255689,-1.284961202,-0.798275205,-0.907270276,1.344392274,0.025305865,3.255272505,-0.025028006,-0.181114585,-0.602044993,-0.847495157,-1.029113105,1.876794976,1.992553518,1.392696953,-1.280752302,-1.100403834,-1.27080329,0.957607287,-1.228944167,-1.252910498,-0.850325546,0.385606274,-0.575999141,-1.105445723,-1.289710527,0.198657087,0.408239965,-1.565399131,-0.993634267,-1.27248074,-1.386203273,-1.167459122,-1.326032924,-1.270938115,-1.010598576,-1.140301651,-1.044976519,-0.921946454
PU012-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,7,0.84509804,10,1,0.089197225,0.048600958,0.037123821,0.089197225,0.961,3.56,8.39,12.8,0.054922399,5.74,22.3,0.901,0.052481375,0.151771156,0.297,39.2,2.59,1750,5.63,6.24,3.09,0.318,0.398,24.8,39.1,11.3,0.052992463,0.080271721,0.05422045,0.06920333,0.059706586,0.056500971,0.271,3.69,0.714,0.079345205,1.19,1.03,0.044138424,0.027514858,0.102643662,0.054011429,0.041568383,0.068787145,0.047745614,0.05420362,0.098711518,0.073225906,0.09119896,0.121065375,1946.31035,-1.049648657,-1.313355166,-1.43034733,-1.049648657,-0.017276612,0.551449998,0.923761961,1.10720997,-1.260250501,0.758911892,1.348304863,-0.045275209,-1.279994795,-0.818810757,-0.527243551,1.593286067,0.413299764,3.243038049,0.750508395,0.79518459,0.489958479,-0.49757288,-0.400116928,1.394451681,1.592176757,1.053078443,-1.275785895,-1.095437428,-1.265836884,-1.159873008,-1.223977761,-1.247944091,-0.567030709,0.567026366,-0.146301788,-1.100479316,0.075546961,0.012837225,-1.355183174,-1.560432724,-0.98866786,-1.267514333,-1.381236866,-1.162492715,-1.321066517,-1.265971708,-1.005632169,-1.135335244,-1.040010112,-0.916980047
PU013-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,7,0.84509804,8.8,0.944482672,0.027029462,0.047743578,0.126966263,0.094102886,0.377,0.162808651,1.85,2.64,0.0539535,1.97,5.57,0.080534292,0.051555539,0.341,0.124579267,3.9,0.235257215,460,0.324,0.434,0.25157707,0.14296209,0.094102886,32.3,27.3,16.6,0.052057611,0.078855629,0.053263934,6.46,0.058653288,0.055504224,0.142033406,1.08,0.267126458,0.077945458,4.45,11.3,2.61,0.027029462,0.100832902,0.053058601,0.040835066,0.067573655,0.046903323,0.053247401,0.096970126,0.071934111,0.089590099,0.118929633,582.5515171,-1.568162597,-1.321085039,-0.896311664,-1.026397058,-0.42365865,-0.788322521,0.267171728,0.421603927,-1.267980374,0.294466226,0.745855195,-1.094019155,-1.287724668,-0.467245621,-0.904554229,0.591064607,-0.628457049,2.662757832,-0.48945499,-0.36251027,-0.599328946,-0.84477911,-1.026397058,1.509202522,1.436162647,1.220108088,-1.283515768,-1.1031673,-1.273566756,0.810232518,-1.231707633,-1.255673964,-0.847609499,0.033423755,-0.573283094,-1.108209188,0.648360011,1.053078443,0.416640507,-1.568162597,-0.996397733,-1.275244206,-1.388966739,-1.170222588,-1.328796389,-1.273701581,-1.013362042,-1.143065117,-1.047739985,-0.92470992
PU014-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,7.5,0.875061263,0.091575092,0.050369375,0.123555691,0.091575092,0.091575092,0.158435281,3.92,3.45,0.05692083,1.74,3.74,0.08496351,0.054390986,0.155817152,0.121232815,6.3,0.228937729,598,0.297,0.187488824,0.2448192,0.139121839,0.091575092,45.3,108,17.1,0.054920671,0.083192524,0.056193339,0.071721393,0.061879097,0.05855684,0.043040426,3.02,0.2599509,0.082232295,2.82,111,1.78,23.2,0.106378501,0.055976713,0.043080909,0.071290065,0.049482907,0.056175897,0.10230328,0.075890337,0.094517367,0.125470514,933.1916076,-1.038222638,-1.29783344,-0.908137244,-1.038222638,-1.038222638,-0.800148101,0.593286067,0.537819095,-1.244728775,0.240549248,0.572871602,-1.070767557,-1.264473069,-0.807384738,-0.91637981,0.799340549,-0.64028263,2.776701184,-0.527243551,-0.727024616,-0.611154526,-0.856604691,-1.038222638,1.656098202,2.033423755,1.23299611,-1.260264169,-1.079915702,-1.250315158,-1.144351283,-1.208456035,-1.232422365,-1.366123439,0.480006943,-0.585108675,-1.08495759,0.450249108,2.045322979,0.250420002,1.365487985,-0.973146134,-1.251992608,-1.36571514,-1.146970989,-1.305544791,-1.250449983,-0.990110443,-1.119813519,-1.024488386,-0.901458321
PU015-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,10,1,18.3,1.26245109,0.099756152,0.049016351,0.134593808,0.099756152,0.099756152,0.172589442,1.44,3.11,50.9,3.17,8.94,0.082681218,0.052929934,0.169737416,0.132063413,7.02,0.249390379,334,0.142160122,0.204238545,0.266690655,0.042158133,0.099756152,22.8,69.8,17,0.05344539,0.080957804,0.054683873,0.069794811,0.060216899,0.056983885,0.041884273,0.641,0.283174179,0.080023369,0.557,10.9,2.75,0.027750028,0.103520959,0.054473065,0.041923669,0.069375069,0.048153696,0.054666899,0.099555206,0.073851769,0.091978439,0.122100122,536.6937874,-1.001060313,-1.309659021,-0.870974919,-1.001060313,-1.001060313,-0.762985776,0.158362492,0.492760389,1.706717782,0.501059262,0.951337519,-1.082593137,-1.27629865,-0.770222413,-0.879217484,0.846337112,-0.603120305,2.523746467,-0.847222214,-0.689862291,-0.573992201,-1.37511863,-1.001060313,1.357934847,1.843855423,1.230448921,-1.272089749,-1.091741282,-1.262140738,-1.156176863,-1.220281615,-1.244247945,-1.37794902,-0.19314197,-0.54794635,-1.09678317,-0.254144805,1.037426498,0.439332694,-1.556736578,-0.984971714,-1.263818188,-1.37754072,-1.15879657,-1.317370371,-1.262275563,-1.001936024,-1.131639099,-1.036313966,-0.913283902
PU016-LIV-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Liver,10,1,25.5,1.40654018,0.028018006,0.049489696,0.037802683,0.70977918,0.70977918,1.227998378,13.5,20,0.055926733,23.1,33.1,0.08347966,0.053441071,0.04767329,0.939649928,27.8,5.04,3040,6.54,6.75,6.09,1.078303969,0.70977918,67,201,50.2,0.053961505,0.081739603,0.055211948,28.1,0.060798406,0.057534171,1.071299284,4.27,2.014824484,0.080796144,0.052859838,23.7,0.044945558,45.4,0.104520647,0.054999104,0.04232852,0.070045016,0.04861871,0.05519481,0.100516598,0.074564946,0.092866663,0.123279227,3611.662026,-1.552562772,-1.305485215,-1.422477378,-0.148876744,-0.148876744,0.089197793,1.130333768,1.301029996,-1.252380549,1.36361198,1.519827994,-1.078419331,-1.272124844,-1.321724872,-0.027033915,1.444044796,0.702430536,3.482873584,0.815577748,0.829303773,0.784617293,0.032741204,-0.148876744,1.826074803,2.303196057,1.700703717,-1.267915944,-1.087567476,-1.257966932,1.44870632,-1.216107809,-1.240074139,0.029910814,0.630427875,0.30423722,-1.092609364,-1.276874169,1.374748346,-1.347313223,1.657055853,-0.980797909,-1.259644382,-1.373366915,-1.154622764,-1.313196565,-1.258101757,-0.997762218,-1.127465293,-1.032140161,-0.909110096
PU016-MU-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Muscle,10,1,25.5,1.40654018,0.030229137,0.053395334,0.040786002,0.092459421,0.092459421,0.15996527,1.23,1.59,12.6,1.45,4.24,0.090067724,0.057658545,0.157321858,0.122403545,2.81,0.464,311,0.553,0.605,0.247183387,0.140465321,0.092459421,9.74,36.6,5.82,0.05822005,0.088190345,0.059569175,11.6,0.065596506,0.062074664,0.045626096,0.144377121,0.262461213,0.087172431,0.774,4.02,3.89,0.030229137,0.112769229,0.059339535,0.045669011,0.075572842,0.052455611,0.059550685,0.108449187,0.080449477,0.100195533,0.133008202,412.0938304,-1.519574253,-1.272496695,-1.389488859,-1.034048832,-1.034048832,-0.795974295,0.089905111,0.201397124,1.100370545,0.161368002,0.627365857,-1.045430812,-1.239136325,-0.803210932,-0.912206004,0.44870632,-0.333482019,2.492760389,-0.257274869,-0.218244625,-0.60698072,-0.852430885,-1.034048832,0.988558957,1.563481085,0.764922985,-1.234927424,-1.054578957,-1.224978413,1.064457989,-1.18311929,-1.20708562,-1.340786695,-0.840501623,-0.580934869,-1.059620845,-0.111259039,0.604226053,0.589949601,-1.519574253,-0.947809389,-1.226655863,-1.340378395,-1.121634245,-1.280208046,-1.225113238,-0.964773699,-1.094476774,-0.999151641,-0.876121577
PU017-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,6.3,0.799340549,0.094398993,0.379915379,0.127365779,0.094398993,0.343,0.163320951,2.49,3.87,0.429330299,1.93,4.27,0.640844642,0.410248729,0.160622086,0.124971272,7.14,0.235997483,595,0.298,0.193270417,0.25236869,0.14341194,0.094398993,40.5,55.7,18,0.414243922,0.627486826,0.423843138,2.27,0.466728455,0.441670049,0.286,1.02,0.267967007,0.272220464,3.14,8.7,1.17,0.2150846,0.802369071,0.422209214,0.324941495,0.5377115,0.373229122,0.423711578,0.771631362,0.572409451,0.712905439,0.94637224,758.6885996,-1.025032638,-0.420313126,-0.894947244,-1.025032638,-0.46470588,-0.786958101,0.396199347,0.587710965,-0.367208461,0.285557309,0.630427875,-0.193247243,-0.386952755,-0.794194738,-0.903189809,0.853698212,-0.627092629,2.774516966,-0.525783736,-0.713834616,-0.597964526,-0.84341469,-1.025032638,1.607455023,1.745855195,1.255272505,-0.382743855,-0.202395388,-0.372794844,0.356025857,-0.330935721,-0.354902051,-0.543633967,0.008600172,-0.571918674,-0.56507923,0.496929648,0.939519253,0.068185862,-0.667390684,-0.09562582,-0.374472294,-0.488194826,-0.269450675,-0.428024477,-0.372929669,-0.112590129,-0.242293205,-0.146968072,-0.023938007
PU018-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,13.9,1.1430148,0.028605755,0.050527869,0.119919547,0.028605755,0.088880111,0.153772659,2.26,2.43,22.1,2.69,4.75,0.085230859,0.054562134,0.048673359,0.117665031,6.16,0.222200277,534,0.424,0.582,0.237614368,0.135027596,0.088880111,14.1,38.2,13,0.055093486,0.0834543,0.056370159,7.76,0.062073808,0.058741097,0.134150453,1.24,0.081202123,0.08249105,2.73,49.4,4.11,1.02,0.106713235,0.056152851,0.043216469,0.071514389,0.049638612,0.056352662,0.102625191,0.076129136,0.094814778,0.125865324,709.8127646,-1.543546578,-1.29646902,-0.92111002,-1.543546578,-1.051195414,-0.813120876,0.354108439,0.385606274,1.344392274,0.42975228,0.67669361,-1.069403137,-1.263108649,-1.312708678,-0.929352585,0.789580712,-0.653255405,2.727541257,-0.372634143,-0.235077015,-0.624127301,-0.869577466,-1.051195414,1.149219113,1.582063363,1.113943352,-1.258899749,-1.078551282,-1.248950738,0.889861721,-1.207091615,-1.231057945,-0.872407855,0.093421685,-1.090432614,-1.08359317,0.436162647,1.693726949,0.613841822,0.008600172,-0.971781714,-1.250628188,-1.36435072,-1.145606569,-1.304180371,-1.249085563,-0.988746023,-1.118449099,-1.023123966,-0.900093902
PU019-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,10.5,1.021189299,0.096774194,0.04757384,0.130570466,0.096774194,1.28,2.24,3.92,7.67,0.053761685,2.65,7.67,0.080247976,0.051372249,0.045827751,0.128115711,23.2,1.18,767,0.85,0.998,0.258718612,0.147020369,0.096774194,36,65.6,16.1,0.051872535,0.078575281,0.05307457,8.91,0.058444764,0.055306895,0.146065322,1.82,0.274709403,0.077668346,0.050813516,0.194835612,2.99,0.026933367,0.100474421,0.052869967,0.040689889,0.067333417,0.046736572,0.053058096,0.096625377,0.071678371,0.089271588,0.118506814,953.1170754,-1.014240439,-1.322631796,-0.884155045,-1.014240439,0.10720997,0.350248018,0.593286067,0.884795364,-1.269527131,0.423245874,0.884795364,-1.095565912,-1.289271425,-1.338871453,-0.89239761,1.365487985,0.071882007,2.884795364,-0.070581074,-0.000869459,-0.587172327,-0.832622491,-1.014240439,1.556302501,1.816903839,1.206825876,-1.285062525,-1.104714057,-1.275113513,0.949877704,-1.23325439,-1.25722072,-0.835452881,0.260071388,-0.561126475,-1.109755945,-1.29402075,-0.710331661,0.475671188,-1.569709353,-0.99794449,-1.276790963,-1.390513496,-1.171769345,-1.330343146,-1.275248338,-1.014908799,-1.144611874,-1.049286742,-0.926256677
PU020-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,9.7,0.986771734,0.089197225,0.051799215,0.120347407,0.029325513,2.84,3.67,6.66,10.5,0.058536647,1.95,8.61,0.087375377,0.055934988,0.049898044,0.118084847,38.1,0.892,1240,0.895,0.854,0.23846215,0.135509359,0.089197225,112,141,23.3,0.056479709,0.085554118,0.057788505,0.073757355,0.063635665,0.060219099,0.352,3.93,0.253200936,0.084566631,1.37,5.36,2.06,0.029325513,0.109398278,0.057565729,0.044303851,0.073313783,0.050887584,0.057770568,0.105207373,0.078044643,0.09720044,0.129032258,1607.03392,-1.049648657,-1.285676821,-0.919563263,-1.532754379,0.45331834,0.564666064,0.823474229,1.021189299,-1.232572156,0.290034611,0.935003151,-1.058610938,-1.25231645,-1.301916479,-0.927805828,1.580924976,-0.049635146,3.093421685,-0.048176965,-0.068542129,-0.622580545,-0.868030709,-1.049648657,2.049218023,2.149219113,1.367355921,-1.24810755,-1.067759083,-1.238158539,-1.132194664,-1.196299416,-1.220265746,-0.453457337,0.59439255,-0.596534693,-1.072800971,0.136720567,0.72916479,0.31386722,-1.532754379,-0.960989515,-1.239835989,-1.353558521,-1.13481437,-1.293388172,-1.238293364,-0.977953824,-1.1076569,-1.012331767,-0.889301703
PU021-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,10.9,1.037426498,0.088950385,0.047743578,0.120014364,0.027029462,0.369,0.419,3,6.34,0.0539535,4.12,10.8,0.080534292,0.051555539,0.151351153,0.117758066,11.7,1.57,563,0.608,1.01,0.237802243,0.135134358,0.088950385,73.2,64.5,18.7,0.052057611,0.078855629,0.053263934,0.067982498,0.058653288,0.055504224,0.134256522,0.71,0.252500242,0.077945458,0.87,11.8,3.39,0.906,0.100832902,0.053058601,0.040835066,0.067573655,0.046903323,0.053247401,0.096970126,0.071934111,0.089590099,0.118929633,779.7836716,-1.050852166,-1.321085039,-0.920766772,-1.568162597,-0.432973634,-0.377785977,0.477121255,0.802089258,-1.267980374,0.614897216,1.033423755,-1.094019155,-1.287724668,-0.820014265,-0.929009337,1.068185862,0.195899652,2.750508395,-0.216096421,0.004321374,-0.623784053,-0.869234218,-1.050852166,1.864511081,1.809559715,1.271841607,-1.283515768,-1.1031673,-1.273566756,-1.167602881,-1.231707633,-1.255673964,-0.872064607,-0.148741651,-0.597738202,-1.108209188,-0.060480747,1.071882007,0.530199698,-0.042871802,-0.996397733,-1.275244206,-1.388966739,-1.170222588,-1.328796389,-1.273701581,-1.013362042,-1.143065117,-1.047739985,-0.92470992
PU022-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,5,0.698970004,4.15,0.618048097,0.026954662,0.047611455,0.130795491,0.096940974,0.465,0.225859433,1.71,2.95,0.053804192,0.718,2.59,0.080311426,0.051412867,0.045863986,0.128336505,9.32,0.811,397,0.354,0.198474812,0.259164487,0.147273743,0.096940974,82,229,24.7,0.051913549,0.078637408,0.053116535,0.067794367,0.058490975,0.055350625,0.367,0.941,0.076515225,0.077729756,0.254946268,1.53,2.21,0.026954662,0.100553863,0.052911769,0.040722061,0.067386656,0.046773525,0.053100048,0.096701776,0.071735045,0.089342172,0.118600514,759.7950218,-1.569366106,-1.322288548,-0.883407228,-1.013492622,-0.332547047,-0.646161767,0.23299611,0.469822016,-1.269183883,-0.143875556,0.413299764,-1.095222664,-1.288928177,-1.338528205,-0.891649793,0.969415912,-0.090979146,2.598790507,-0.450996738,-0.7022946,-0.58642451,-0.831874674,-1.013492622,1.913813852,2.359835482,1.392696953,-1.284719277,-1.104370809,-1.274770265,-1.16880639,-1.232911142,-1.256877472,-0.435333936,-0.026410377,-1.116252142,-1.109412697,-0.593551341,0.184691431,0.344392274,-1.569366106,-0.997601242,-1.276447715,-1.390170248,-1.171426097,-1.329999898,-1.27490509,-1.014565551,-1.144268626,-1.048943494,-0.925913429
PU023-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,9.35,0.970811611,0.089,0.04775,0.03635,0.02695,0.472,0.154,3,6.01,8.84,3.31,6.98,0.0805,0.0515,0.0459,0.118,4.82,0.482,396,0.531,2.62,0.238,0.1355,0.089,63.2,89.5,8.27,0.052,0.079,0.053,0.224,0.0585,0.0555,0.1345,0.66,0.0765,0.078,6.14,13.7,0.143,0.02695,0.101,0.053,0.04075,0.0675,0.0468,0.053,0.097,0.072,0.0895,0.119,617.36795,-1.050609993,-1.321026624,-1.439495585,-1.56944123,-0.326058001,-0.812479279,0.477121255,0.778874472,0.946452265,0.519827994,0.843855423,-1.09420412,-1.288192771,-1.338187314,-0.928117993,0.683047038,-0.316952962,2.597695186,-0.274905479,0.418301291,-0.623423043,-0.868060705,-1.050609993,1.800717078,1.951823035,0.91750551,-1.283996656,-1.102372909,-1.27572413,-0.649751982,-1.232844134,-1.255707017,-0.871277716,-0.180456064,-1.116338565,-1.107905397,0.788168371,1.136720567,-0.844663963,-1.56944123,-0.995678626,-1.27572413,-1.389872387,-1.170696227,-1.329754147,-1.27572413,-1.013228266,-1.142667504,-1.048176965,-0.924453039
PU024-JBA-08132021,Spill,4/28/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,10,1,19.55,1.291146762,0.0288,0.051,0.03895,0.095,0.095,0.1645,2.22,4.2,6.25,3.47,5.33,0.086,0.055,0.162,0.126,4.58,0.584,484,0.397,3.48,0.2545,0.1445,0.095,37.5,30.1,17.1,0.0555,0.084,0.057,0.2395,0.0625,0.059,0.1435,1.39,0.082,0.083,0.1795,3.67,0.0462,0.0288,0.1075,0.0565,0.0435,0.072,0.05,0.057,0.3415,0.0765,0.0955,0.127,607.81475,-1.540607512,-1.292429824,-1.409492538,-1.022276395,-1.022276395,-0.783834098,0.346352974,0.62324929,0.795880017,0.540329475,0.726727209,-1.065501549,-1.259637311,-0.790484985,-0.899629455,0.660865478,-0.233587153,2.684845362,-0.401209493,0.541579244,-0.594312213,-0.840132153,-1.022276395,1.574031268,1.478566496,1.23299611,-1.255707017,-1.075720714,-1.244125144,-0.620694482,-1.204119983,-1.229147988,-0.843148099,0.1430148,-1.086186148,-1.080921908,-0.745935547,0.564666064,-1.335358024,-1.540607512,-0.968591536,-1.247951552,-1.361510743,-1.142667504,-1.301029996,-1.244125144,-0.466609292,-1.116338565,-1.019996628,-0.896196279
