SampleID,Location,SampleDate,WaterTemp,pH,Cond,DO,Precipitation,PFBA,PFPeA,PFBS,PFHxA,PFPeS,PFHpA,PFHxS,PFOA,6:2 FTS,PFHpS,PFNA,PFOS,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFNS,PFDS,PFDoS,8:2 FTS,FOSA,N-MeFOSA,N-EtFOSA,N-MeFOSAA,N-EtFOSAA,N-MeFOSE,N-EtFOSE,HFPO-DA,ADONA,PFMPA,PFMBA,NFDHA,9Cl-PF3ONS,11Cl-PF3OUdS,PFEESA,3:3 FTCA,5:3 FTCA,7:3 FTCA,4:2 FTS,SumPFAS,log_PFBA,log_PFPeA,log_PFBS,log_PFHxA,log_PFPeS,log_PFHpA,log_PFHxS,log_PFOA,log_6:2 FTS,log_PFHpS,log_PFNA,log_PFOS,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFNS,log_PFDS,log_PFDoS,log_8:2 FTS,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_N-MeFOSAA,log_N-EtFOSAA,log_N-MeFOSE,log_N-EtFOSE,log_HFPO-DA,log_ADONA,log_PFMPA,log_PFMBA,log_NFDHA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_PFEESA,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_4:2 FTS
WG035-SW-EAST-102920,South,10/29/2020 0:00,14,,,5.03,0.299212598,11.08,22.74,7.172,22.63,6.459,9.733,64.76,28.36,38.12,5.006,3.26,279.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.82,1.04453976,1.35679046,0.855640281,1.354684554,0.810165285,0.988246723,1.81130684,1.452706227,1.581152892,0.699490845,0.5132176,2.446381812,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG036-SW-HEAD-102920,Head,10/29/2020 0:00,14.1,,,6.58,0.299212598,5.722,10.07,2.5,9.728,2.747,6.103,16.64,9.711,33.37,1.271,2.66,103.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.622,0.757547853,1.003029471,0.397940009,0.988023562,0.438858659,0.78554337,1.221153322,0.987263954,1.523356207,0.104145551,0.424881637,2.013258665,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG038-SW-WEST-110520,North,11/5/2020 0:00,8.7,,,6.41,0,9.5,23.33,11.18,19.54,7.655,11.14,100.1,41.54,18.15,3.631,3.426,338.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.492,0.977723605,1.367914739,1.048441804,1.290924559,0.883945195,1.046885191,2.000434077,1.618466492,1.258876629,0.560026249,0.534787359,2.529301998,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG039-SW-SPILL-110520,Spill,11/5/2020 0:00,8.8,,,6.5,0,10.3,22.39,10.72,22.29,7.295,10.01,102.1,43.88,26.69,3.224,3.176,360.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.775,1.012837225,1.350054094,1.030194785,1.348110068,0.863025296,1.000434077,2.009025742,1.642266619,1.426348574,0.508395033,0.501880494,2.557146142,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG040-SW-EAST-110520,South,11/5/2020 0:00,8.4,,,6.32,0,11.04,22.16,10.86,21.38,6.854,11.89,105,44.9,20.43,6.769,3.065,317.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.448,1.042969073,1.345569756,1.035829825,1.330007701,0.8359441,1.075181855,2.021189299,1.652246341,1.310268367,0.830524514,0.486430479,2.501196242,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG041-SW-HEAD-110520,Head,11/5/2020 0:00,9.4,,,6.09,0,13.64,25.28,17.3,34.06,13.53,13.45,182,55.79,39.84,8.437,4.246,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.573,1.13481437,1.40277707,1.238046103,1.532244644,1.131297797,1.128722284,2.260071388,1.746556361,1.60031933,0.926188049,0.62797999,2.84260924,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG044-SW-WEST-110320,North,11/3/2020 0:00,9.9,,,6.52,0.011811024,13.11,18.05,10.41,23.67,10.5,10.07,113,42.5,22.61,5.211,2.842,294.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.873,1.117602692,1.256477206,1.01745073,1.374198258,1.021189299,1.003029471,2.053078443,1.62838893,1.354300562,0.716921073,0.453624074,2.469674773,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG045-SW-SPILL-110320,Spill,11/3/2020 0:00,9.7,,,6.39,0.011811024,10.5,18.31,11.83,23.73,9.564,10.46,117.6,55.85,26.11,5.301,3.088,356.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.743,1.021189299,1.262688344,1.072984745,1.375297738,0.980639567,1.019531685,2.070407322,1.747023177,1.416806872,0.724357804,0.489677292,2.551937695,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG046-SW-EAST-110320,South,11/3/2020 0:00,9.7,,,6.23,0.011811024,12.24,29.03,11.72,28.53,11.2,12.43,150.2,53.26,31.75,5.07,4.671,571.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.901,1.087781418,1.462847036,1.068927612,1.455301772,1.049218023,1.094471129,2.176669933,1.726401162,1.50174373,0.705007959,0.669409867,2.757244151,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG047-SW-HEAD-110320,Head,11/3/2020 0:00,11.3,,,6.3,0.011811024,28.11,130.7,70.02,104.1,98.64,38.65,1493,63.14,49.16,25.08,6.086,712.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2819.286,1.448860846,2.116275588,1.845222106,2.01745073,1.994053064,1.587149498,3.174059808,1.800304578,1.691611874,1.399327532,0.784331948,2.852845818,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG049-SW-WEST-111020,North,11/10/2020 0:00,16.1,,,7.14,0,10.89,22.25,12.37,27.57,9.493,14.62,111.5,49.32,26.02,4.554,3.582,394.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.669,1.03702788,1.347330015,1.0923697,1.440436766,0.977403481,1.164947373,2.047274867,1.693023068,1.415307292,0.658393026,0.554125582,2.596047008,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG050-SW-SPILL-111020,Spill,11/10/2020 0:00,13.6,,,6.09,0,9.394,24.51,13.12,26.03,10.02,9.895,100.6,56.35,27.44,9.435,3.437,375.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.431,0.972850556,1.389343311,1.117933835,1.415474168,1.000867722,0.995415799,2.002597981,1.75089392,1.438384107,0.974741905,0.536179532,2.57426283,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG051-SW-EAST-111020,South,11/10/2020 0:00,14.1,,,6.16,0,10.55,23.31,9.604,26.32,8.236,9.614,128.7,51.74,32.84,3.242,3.798,372.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.554,1.02325246,1.367542274,0.982452151,1.420285885,0.915716338,0.982904118,2.109578547,1.713826424,1.516403148,0.510813011,0.57955496,2.571242851,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG052-SW-HEAD-111020,Head,11/10/2020 0:00,14.6,,,6.6,0,10.87,26.75,12.54,25.52,9.869,13.99,155.8,50.28,17.08,6.35,3.869,824.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.018,1.036229544,1.427323786,1.098297536,1.40688067,0.994273149,1.145817714,2.192567453,1.701395269,1.232487866,0.802773725,0.58759873,2.915979914,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
WG058-SW-WEST-020921,North,2/9/2021 0:00,,10.56,0.16,19.04,,16,36,15,43,19,25,190,60,79,10,8.9,600,0.98,0.55,0.55,0.55,0.55,0.55,0.55,0.7,12,0.55,0.55,0.55,0.55,0.55,2.8,2.8,1.6,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.15,3.15,2.8,1.15,1140.93,1.204119983,1.556302501,1.176091259,1.633468456,1.278753601,1.397940009,2.278753601,1.77815125,1.897627091,1,0.949390007,2.77815125,-0.008773924,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.15490196,1.079181246,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.447158031,0.447158031,0.204119983,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.06069784,0.498310554,0.447158031,0.06069784
WG059-SW-SPILL-020921,Spill,2/9/2021 0:00,,8.84,0.16,15.85,,11,25,10,32,15,22,170,59,42,9.2,9.3,570,0.83,0.55,0.55,0.55,0.55,0.55,0.55,0.65,13,0.55,0.55,0.55,0.55,0.55,2.7,2.7,1.4,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.7,10.5,1022.93,1.041392685,1.397940009,1,1.505149978,1.176091259,1.342422681,2.230448921,1.770852012,1.62324929,0.963787827,0.968482949,2.755874856,-0.080921908,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,1.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.431363764,0.431363764,0.146128036,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.431363764,1.021189299
WG060-SW-EAST-020921,South,2/9/2021 0:00,,9.52,0.16,16.18,,15,34,15,41,19,25,180,60,55,9.2,8.4,590,0.89,0.55,0.55,0.55,0.55,0.55,0.55,0.65,13,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.6,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.65,10.5,1100.14,1.176091259,1.531478917,1.176091259,1.612783857,1.278753601,1.397940009,2.255272505,1.77815125,1.740362689,0.963787827,0.924279286,2.770852012,-0.050609993,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,1.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.204119983,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.423245874,1.021189299
WG061-SW-HEAD-020921,Head,2/9/2021 0:00,,7.9,0.15,11.09,,11,23,9,31,12,19,150,74,32,8.2,7.3,550,1.1,0.62,0.5,0.5,0.5,0.5,0.5,0.65,13,0.5,0.5,0.5,0.5,0.5,2.6,2.6,2.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.95,2.6,10.5,974.77,1.041392685,1.361727836,0.954242509,1.491361694,1.079181246,1.278753601,2.176091259,1.86923172,1.505149978,0.913813852,0.86332286,2.740362689,0.041392685,-0.207608311,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.187086643,1.113943352,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.322219295,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.469822016,0.414973348,1.021189299
WG065-SW-WEST-021721,North,2/17/2021 0:00,,7.54,0.1,15.28,,8.7,16,4.8,18,5.4,9.7,57,32,11,3.2,3.7,250,0.85,0.55,0.55,0.55,0.55,0.55,0.55,0.65,5.1,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.8,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.65,1.05,450.85,0.939519253,1.204119983,0.681241237,1.255272505,0.73239376,0.986771734,1.755874856,1.505149978,1.041392685,0.505149978,0.568201724,2.397940009,-0.070581074,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.707570176,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.255272505,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.423245874,0.021189299
WG066-SW-SPILL-021721,Spill,2/17/2021 0:00,,8.75,0.1,16.53,,8.7,17,5.4,19,5.5,10,63,29,15,3.5,3.9,250,0.81,0.55,0.55,0.55,0.55,0.55,0.55,0.65,5.4,0.55,0.55,0.55,0.55,0.55,2.7,2.7,1.5,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.7,1.05,461.46,0.939519253,1.230448921,0.73239376,1.278753601,0.740362689,1,1.799340549,1.462397998,1.176091259,0.544068044,0.591064607,2.397940009,-0.091514981,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.73239376,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.431363764,0.431363764,0.176091259,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.431363764,0.021189299
WG067-SW-EAST-021721,South,2/17/2021 0:00,,8.57,0.1,16.06,,8.8,17,5.4,18,6,11,63,31,12,3.6,3.9,260,0.85,0.55,0.55,0.55,0.55,0.55,0.55,0.65,5.2,0.55,0.55,0.55,0.55,0.55,2.7,2.7,1.4,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.1,3.05,2.7,11,480.95,0.944482672,1.230448921,0.73239376,1.255272505,0.77815125,1.041392685,1.799340549,1.491361694,1.079181246,0.556302501,0.591064607,2.414973348,-0.070581074,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.716003344,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.431363764,0.431363764,0.146128036,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.041392685,0.484299839,0.431363764,1.041392685
WG068-SW-HEAD-021721,Head,2/17/2021 0:00,,8,0.12,12.05,,15,31,7.3,32,8.6,17,84,56,14,4.5,6.6,320,0.95,0.55,0.55,0.55,0.55,0.55,0.55,0.65,6.2,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.7,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,628.4,1.176091259,1.491361694,0.86332286,1.505149978,0.934498451,1.230448921,1.924279286,1.748188027,1.146128036,0.653212514,0.819543936,2.505149978,-0.022276395,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.792391689,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.230448921,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG071-SW-WEST-022221,North,2/22/2021 0:00,,8.37,0.15,17.23,,12,26,9.6,32,12,18,120,63,23,6.4,5.8,410,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.65,8.6,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.95,2.6,10.5,780.5,1.079181246,1.414973348,0.982271233,1.505149978,1.079181246,1.255272505,2.079181246,1.799340549,1.361727836,0.806179974,0.763427994,2.612783857,-0.124938737,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.187086643,0.934498451,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.146128036,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.469822016,0.414973348,1.021189299
WG072-SW-SPILL-022221,Spill,2/22/2021 0:00,,8.08,0.15,14.53,,12,26,9.5,32,12,17,110,62,20,6.1,6.1,410,0.83,0.5,0.5,0.5,0.5,0.5,0.5,0.65,7.5,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,754.78,1.079181246,1.414973348,0.977723605,1.505149978,1.079181246,1.230448921,2.041392685,1.792391689,1.301029996,0.785329835,0.785329835,2.612783857,-0.080921908,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.187086643,0.875061263,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.113943352,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG073-SW-EAST-022221,South,2/22/2021 0:00,,8.03,0.1456,14.1,,11,25,9,32,10,16,110,66,24,5.3,6,390,0.88,0.55,0.55,0.55,0.55,0.55,0.55,0.65,8.6,0.55,0.55,0.55,0.55,0.55,2.7,2.7,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.7,1.05,738.83,1.041392685,1.397940009,0.954242509,1.505149978,1,1.204119983,2.041392685,1.819543936,1.380211242,0.72427587,0.77815125,2.591064607,-0.055517328,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.934498451,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.431363764,0.431363764,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.431363764,0.021189299
WG076-SW-WEST-022421,North,2/24/2021 0:00,,7.96,0.1434,15.02,,14,21,7,24,7.2,14,76,38,16,3.4,4.3,240,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,4.1,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,10.5,502.85,1.146128036,1.322219295,0.84509804,1.380211242,0.857332496,1.146128036,1.880813592,1.579783597,1.204119983,0.531478917,0.633468456,2.380211242,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.612783857,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.176091259,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,1.021189299
WG077-SW-SPILL-022421,Spill,2/24/2021 0:00,,7.92,0.1595,14.85,,11,29,10,37,13,20,130,62,26,5.7,6.5,430,0.92,0.55,0.55,0.55,0.55,0.55,0.55,0.65,7.9,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.4,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,813.97,1.041392685,1.462397998,1,1.568201724,1.113943352,1.301029996,2.113943352,1.792391689,1.414973348,0.755874856,0.812913357,2.633468456,-0.036212173,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.897627091,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.146128036,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG078-SW-EAST-022421,South,2/24/2021 0:00,,7.87,0.159,14.59,,11,27,9.2,33,12,17,120,62,22,5.1,6.4,390,0.78,0.55,0.55,0.55,0.55,0.55,0.55,0.65,6.7,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.65,1.05,747.08,1.041392685,1.431363764,0.963787827,1.51851394,1.079181246,1.230448921,2.079181246,1.792391689,1.342422681,0.707570176,0.806179974,2.591064607,-0.107905397,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.826074803,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.423245874,0.021189299
WG079-SW-HEAD-022421,Head,2/24/2021 0:00,,7.6,0.1786,11.66,,12,31,12,40,14,18,140,64,32,6.1,6.8,500,1,0.55,0.55,0.55,0.55,0.55,0.55,0.65,16,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.6,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,918.05,1.079181246,1.491361694,1.079181246,1.602059991,1.146128036,1.255272505,2.146128036,1.806179974,1.505149978,0.785329835,0.832508913,2.698970004,0,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,1.204119983,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.204119983,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG082-SW-WEST-030221,North,3/2/2021 0:00,,7.42,0.136,13.02,,4.9,13,5.3,18,7.6,11,95,39,34,4.8,6.2,400,0.75,0.55,0.55,0.55,0.55,1.6,0.55,0.65,11,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.25,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,676.4,0.69019608,1.113943352,0.72427587,1.255272505,0.880813592,1.041392685,1.977723605,1.591064607,1.531478917,0.681241237,0.792391689,2.602059991,-0.124938737,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.204119983,-0.259637311,-0.187086643,1.041392685,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.096910013,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG083-SW-SPILL-030221,Spill,3/2/2021 0:00,,7.46,0.1244,12.88,,7.4,18,7.4,24,9.1,13,95,40,28,4.3,5.3,310,0.59,0.495,0.495,0.495,0.495,0.495,0.495,0.6,7.2,0.495,0.495,0.495,0.495,0.495,2.5,2.5,1.2,0.495,0.495,0.495,0.495,0.495,0.495,0.495,1,2.8,2.5,1,592.3,0.86923172,1.255272505,0.86923172,1.380211242,0.959041392,1.113943352,1.977723605,1.602059991,1.447158031,0.633468456,0.72427587,2.491361694,-0.229147988,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.22184875,0.857332496,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0.397940009,0.397940009,0.079181246,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0,0.447158031,0.397940009,0
WG084-SW-EAST-030221,South,3/2/2021 0:00,,7.88,0.1228,13.59,,7.7,19,7.2,24,9.4,12,100,40,28,4.4,6,350,0.81,0.55,0.55,0.55,0.55,0.55,0.55,0.65,9,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.65,1.05,642.41,0.886490725,1.278753601,0.857332496,1.380211242,0.973127854,1.079181246,2,1.602059991,1.447158031,0.643452676,0.77815125,2.544068044,-0.091514981,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.954242509,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.423245874,0.021189299
