SampleID,SampleDate,Julian,Location,Seasonality,Precipitation,Temp,log_Temp,DO,log_DO,Cond,log_Cond,pH,log_pH,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFDoS,4:2 FTS,6:2 FTS,8:2 FTS,N-MeFOSAA,N-EtFOSAA,FOSA,N-MeFOSA,N-EtFOSA,N-MeFOSE,N-EtFOSE,HFPO-DA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFEESA,PFMBA,PFMPA,NFDHA,PFHxDA,PFODA,10:2 FTS,MeFOSAA,EtFOSAA,PFOSA,MeFOSA,EtFOSA,MeFOSE,EtFOSE,PFPrS,PFecHS,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_PFNS,log_PFDS,log_PFDoS,log_4:2 FTS,log_6:2 FTS,log_8:2 FTS,log_N-MeFOSAA,log_N-EtFOSAA,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_N-MeFOSE,log_N-EtFOSE,log_HFPO-DA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_PFEESA,log_PFMBA,log_PFMPA,log_NFDHA,log_PFHxDA,log_PFODA,log_10:2 FTS,log_MeFOSAA,log_EtFOSAA,log_PFOSA,log_MeFOSA,log_EtFOSA,log_MeFOSE,log_EtFOSE,log_PFPrS,log_PFecHS
JBA032-SW-SPILL-12122020,12/12/2020 0:00,20347,Spill,Winter,0,11.6,1.064457989,3.57,0.552668216,,,,,43,130,240,80,310,16,0.81,0.49,0.49,0.49,0.49,74,83,620,25,630,0.49,0.6,0.49,5.6,180,9.3,0.6,0.9,6.2,0.95,0.9,4.8,9,0.56,0.8,1.35,1.25,2.75,6,4.9,1.45,1.2,1.2,0.8,,,,,,,,,,,,,2495.86,1.633468456,2.113943352,2.380211242,1.903089987,2.491361694,1.204119983,-0.091514981,-0.30980392,-0.30980392,-0.30980392,-0.30980392,1.86923172,1.919078092,2.792391689,1.397940009,2.799340549,-0.30980392,-0.22184875,-0.30980392,0.748188027,2.255272505,0.968482949,-0.22184875,-0.045757491,0.792391689,-0.022276395,-0.045757491,0.681241237,0.954242509,-0.251811973,-0.096910013,0.130333768,0.096910013,0.439332694,0.77815125,0.69019608,0.161368002,0.079181246,0.079181246,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA033-SW-RIPP-12122020,12/12/2020 0:00,20347,Ripp,Winter,0,11.2,1.049218023,2.68,0.428134794,,,,,43,130,220,66,330,17,0.85,0.485,0.485,0.485,0.485,67,71,650,23,620,0.485,0.6,0.485,5.6,160,9.1,0.6,0.85,6,0.9,0.85,4.75,8.5,0.485,0.75,1.35,1.25,2.7,6,4.85,1.45,1.2,1.2,0.75,,,,,,,,,,,,,2460.495,1.633468456,2.113943352,2.342422681,1.819543936,2.51851394,1.230448921,-0.070581074,-0.314258261,-0.314258261,-0.314258261,-0.314258261,1.826074803,1.851258349,2.812913357,1.361727836,2.792391689,-0.314258261,-0.22184875,-0.314258261,0.748188027,2.204119983,0.959041392,-0.22184875,-0.070581074,0.77815125,-0.045757491,-0.070581074,0.67669361,0.929418926,-0.314258261,-0.124938737,0.130333768,0.096910013,0.431363764,0.77815125,0.685741739,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA034-SW-DOWN-12122020,12/12/2020 0:00,20347,Down,Winter,0,10.9,1.037426498,3.27,0.514547753,,,,,18,49,110,39,240,17,0.96,0.49,0.49,0.49,0.49,27,38,510,22,610,0.49,0.6,0.49,2.3,160,9,0.6,0.9,5.3,0.95,0.9,4.8,9,0.49,0.8,1.4,1.3,2.75,6,4.9,1.5,1.25,1.25,0.8,,,,,,,,,,,,,1900.69,1.255272505,1.69019608,2.041392685,1.591064607,2.380211242,1.230448921,-0.017728767,-0.30980392,-0.30980392,-0.30980392,-0.30980392,1.431363764,1.579783597,2.707570176,1.342422681,2.785329835,-0.30980392,-0.22184875,-0.30980392,0.361727836,2.204119983,0.954242509,-0.22184875,-0.045757491,0.72427587,-0.022276395,-0.045757491,0.681241237,0.954242509,-0.30980392,-0.096910013,0.146128036,0.113943352,0.439332694,0.77815125,0.69019608,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA035-SW-EXIT-12122020,12/12/2020 0:00,20347,Exit,Winter,0,10.7,1.029383778,5.25,0.720159303,,,,,23,68,160,51,280,16,1.2,0.475,0.475,0.475,0.475,46,53,610,20,620,0.475,0.55,0.475,3,160,9.9,0.55,0.85,5.5,0.9,0.85,4.7,8.5,0.475,0.75,1.35,1.25,2.65,5.5,4.75,1.45,1.2,1.2,0.75,,,,,,,,,,,,,2167.675,1.361727836,1.832508913,2.204119983,1.707570176,2.447158031,1.204119983,0.079181246,-0.32330639,-0.32330639,-0.32330639,-0.32330639,1.662757832,1.72427587,2.785329835,1.301029996,2.792391689,-0.32330639,-0.259637311,-0.32330639,0.477121255,2.204119983,0.995635195,-0.259637311,-0.070581074,0.740362689,-0.045757491,-0.070581074,0.672097858,0.929418926,-0.32330639,-0.124938737,0.130333768,0.096910013,0.423245874,0.740362689,0.67669361,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA037-SW-SPILL-12152020,12/15/2020 0:00,20350,Spill,Winter,0.92,8.2,0.913813852,10.81,1.033825694,,,,,14,46,110,34,170,12,1.2,0.485,0.485,0.485,0.485,27,34,390,13,440,0.485,0.6,0.485,1.95,100,5.4,0.6,0.85,3.9,0.9,0.85,4.75,8.5,0.485,0.75,1.35,1.25,2.7,6,4.85,1.45,1.2,1.2,0.75,,,,,,,,,,,,,1444.395,1.146128036,1.662757832,2.041392685,1.531478917,2.230448921,1.079181246,0.079181246,-0.314258261,-0.314258261,-0.314258261,-0.314258261,1.431363764,1.531478917,2.591064607,1.113943352,2.643452676,-0.314258261,-0.22184875,-0.314258261,0.290034611,2,0.73239376,-0.22184875,-0.070581074,0.591064607,-0.045757491,-0.070581074,0.67669361,0.929418926,-0.314258261,-0.124938737,0.130333768,0.096910013,0.431363764,0.77815125,0.685741739,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA038-SW-RIPP-12152020,12/15/2020 0:00,20350,Ripp,Winter,0.92,8,0.903089987,4.42,0.645422269,,,,,28,78,140,37,180,12,0.98,0.48,0.48,0.48,0.48,39,44,390,13,430,0.48,0.6,0.48,2.1,110,4.9,0.6,0.85,3.7,0.9,0.85,4.7,8.5,0.48,0.75,1.35,1.25,2.7,6,4.8,1.45,1.2,1.2,0.75,,,,,,,,,,,,,1554.49,1.447158031,1.892094603,2.146128036,1.568201724,2.255272505,1.079181246,-0.008773924,-0.318758763,-0.318758763,-0.318758763,-0.318758763,1.591064607,1.643452676,2.591064607,1.113943352,2.633468456,-0.318758763,-0.22184875,-0.318758763,0.322219295,2.041392685,0.69019608,-0.22184875,-0.070581074,0.568201724,-0.045757491,-0.070581074,0.672097858,0.929418926,-0.318758763,-0.124938737,0.130333768,0.096910013,0.431363764,0.77815125,0.681241237,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA039-SW-DOWN-12152020,12/15/2020 0:00,20350,Down,Winter,0.92,7.8,0.892094603,4.5,0.653212514,,,,,23,64,130,32,160,9.9,0.91,0.485,0.485,0.485,0.485,33,36,360,11,400,0.485,0.6,0.485,1.9,88,4.8,0.6,0.9,3.4,0.9,0.9,4.75,9,0.485,0.8,1.35,1.25,2.7,6,4.85,1.45,1.2,1.2,0.8,,,,,,,,,,,,,1400.555,1.361727836,1.806179974,2.113943352,1.505149978,2.204119983,0.995635195,-0.040958608,-0.314258261,-0.314258261,-0.314258261,-0.314258261,1.51851394,1.556302501,2.556302501,1.041392685,2.602059991,-0.314258261,-0.22184875,-0.314258261,0.278753601,1.944482672,0.681241237,-0.22184875,-0.045757491,0.531478917,-0.045757491,-0.045757491,0.67669361,0.954242509,-0.314258261,-0.096910013,0.130333768,0.096910013,0.431363764,0.77815125,0.685741739,0.161368002,0.079181246,0.079181246,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA040-SW-EXIT-12152020,12/15/2020 0:00,20350,Exit,Winter,0.92,7.7,0.886490725,3.38,0.5289167,,,,,24,71,130,41,190,11,0.84,0.485,0.485,0.485,0.485,33,41,400,11,390,0.485,0.6,0.485,1.95,89,4.2,0.6,0.9,3.7,0.95,0.9,4.75,9,0.485,0.8,1.35,1.25,2.75,6,4.85,1.45,1.2,1.2,0.8,,,,,,,,,,,,,1484.435,1.380211242,1.851258349,2.113943352,1.612783857,2.278753601,1.041392685,-0.075720714,-0.314258261,-0.314258261,-0.314258261,-0.314258261,1.51851394,1.612783857,2.602059991,1.041392685,2.591064607,-0.314258261,-0.22184875,-0.314258261,0.290034611,1.949390007,0.62324929,-0.22184875,-0.045757491,0.568201724,-0.022276395,-0.045757491,0.67669361,0.954242509,-0.314258261,-0.096910013,0.130333768,0.096910013,0.439332694,0.77815125,0.685741739,0.161368002,0.079181246,0.079181246,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA042-SW-SPILL-01142021,1/14/2021 0:00,21014,Spill,Winter,0,7.9,0.897627091,0.2,-0.698970004,,,,,60,170,290,94,400,20,1.1,0.5,0.5,0.5,0.5,110,100,840,33,870,0.5,0.6,0.5,7.7,270,17,0.6,0.9,4.6,0.95,0.9,5,9,0.5,0.8,1.45,1.35,2.85,6,5,1.55,1.3,1.3,0.8,,,,,,,,,,,,,3331.25,1.77815125,2.230448921,2.462397998,1.973127854,2.602059991,1.301029996,0.041392685,-0.301029996,-0.301029996,-0.301029996,-0.301029996,2.041392685,2,2.924279286,1.51851394,2.939519253,-0.301029996,-0.22184875,-0.301029996,0.886490725,2.431363764,1.230448921,-0.22184875,-0.045757491,0.662757832,-0.022276395,-0.045757491,0.698970004,0.954242509,-0.301029996,-0.096910013,0.161368002,0.130333768,0.45484486,0.77815125,0.698970004,0.190331698,0.113943352,0.113943352,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA043-SW-RIPP-01142021,1/14/2021 0:00,21014,Ripp,Winter,0,7.4,0.86923172,,,,,,,57,210,390,100,370,20,0.99,0.5,0.5,0.5,0.5,96,120,850,35,910,0.5,0.6,0.5,8.3,280,17,0.6,0.9,4.8,0.95,0.9,5,9,0.5,0.8,1.4,1.3,2.85,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,3512.69,1.755874856,2.322219295,2.591064607,2,2.568201724,1.301029996,-0.004364805,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.982271233,2.079181246,2.929418926,1.544068044,2.959041392,-0.301029996,-0.22184875,-0.301029996,0.919078092,2.447158031,1.230448921,-0.22184875,-0.045757491,0.681241237,-0.022276395,-0.045757491,0.698970004,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.45484486,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
