Species,Location,Seasonality,Tissue,Length,log_Length,PFBA,log_PFBA,PFPeA,log_PFPeA,PFHxA,log_PFHxA,PFHpA,log_PFHpA,PFOA,log_PFOA,PFNA,log_PFNA,PFDA,log_PFDA,PFUdA,log_PFUdA,PFDoA,log_PFDoA,PFTrDA,log_PFTrDA,PFTeDA,log_PFTeDA,PFHxDA,log_PFHxDA,PFBS,log_PFBS,PFPeS,log_PFPeS,PFHxS,log_PFHxS,PFHpS,log_PFHpS,PFOS,log_PFOS,PFNS,log_PFNS,PFDS,log_PFDS,PFDoS,log_PFDoS,ClPFOS,log_ClPFOS,FBSA,log_FBSA,FHxSA,log_FHxSA,FOSA,log_FOSA,MeFOSA,log_MeFOSA,MeFOSAA,log_MeFOSAA,EtFOSAA,log_EtFOSAA,FourTwoFTS,log_FourTwoFTS,SixTwoFTS,log_SixTwoFTS,EightTwoFTS,log_EightTwoFTS,TenTwoFTS,log_TenTwoFTS,ThreeThreeFTCA,log_ThreeThreeFTCA,FiveThreeFTCA,log_FiveThreeFTCA,SevenThreeFTCA,SevenThreeFTCA,SixTwoFTCA,log_SixTwoFTCA,EightTwoFTCA,log_EightTwoFTCA,TenTwoFTCA,log_TenTwoFTCA,SixTwoUFTCA,log_SixTwoUFTCA,ADONA,log_ADONA,SixTwoDiPAP,log_SixTwodiPAP,SumPFAS
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.0276,-1.559090918,0.04865,-1.312917155,0.0371,-1.43062609,0.0276,-1.559090918,1.77,0.247973266,3.88,0.588831726,14.2,1.152288344,15.8,1.198657087,16.8,1.225309282,8.85,0.946943271,10.3,1.012837225,0.082,-1.086186148,0.1545,-0.811071516,1.12,0.049218023,73.2,1.864511081,5.06,0.704150517,1390,3.1430148,1.85,0.267171728,8.38,0.923244019,0.793,-0.100726813,0.34,-0.468521083,0.091,-1.040958608,145,2.161368002,470,2.672097858,30.3,1.481442629,0.069,-1.161150909,0.359,-0.444905551,0.0565,-1.247951552,0.0415,-1.381951903,0.142,-0.847711656,21,1.322219295,0.375,-0.425968732,0.052,-1.283996656,1.99,0.298853076,4.43,0.646403726,0.0276,-1.559090918,0.1025,-0.989276135,0.054,-1.26760624,0.069,-1.161150909,0.0735,-1.133712661,2226.95305
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.094,-1.026872146,0.0505,-1.296708622,0.1265,-0.897909474,0.0285,-1.54515514,1.51,0.178976947,4.92,0.691965103,10.8,1.033423755,19.5,1.290034611,20.3,1.307496038,5.87,0.768638101,9.03,0.95568775,0.0845,-1.073143291,0.1595,-0.797239313,0.986,-0.006123085,46.5,1.667452953,6.04,0.781036939,959,2.981818607,0.733,-0.134896025,3.85,0.58546073,0.556,-0.254925208,0.374,-0.427128398,0.236,-0.627087997,59.1,1.771587481,236,2.372912003,17.8,1.250420002,0.0715,-1.145693958,1.02,0.008600172,0.0585,-1.232844134,0.0429,-1.367542708,0.421,-0.375717904,19.3,1.285557309,0.2705,-0.567832731,0.0535,-1.271646218,4.75,0.67669361,8.18,0.912753304,0.0285,-1.54515514,0.106,-0.974694135,0.056,-1.251811973,0.071,-1.148741651,0.076,-1.119186408,1438.1539
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.02515,-1.599462011,0.0444,-1.35261703,0.385,-0.41453927,0.083,-1.080921908,3.23,0.509202522,13.1,1.117271296,13.6,1.133538908,24.3,1.385606274,17.1,1.23299611,4.58,0.660865478,9.73,0.98811284,0.075,-1.124938737,0.141,-0.850780887,1.71,0.23299611,56.3,1.750508395,8.73,0.941014244,1640,3.214843848,1.78,0.250420002,10.6,1.025305865,1.16,0.064457989,0.632,-0.199282922,0.27,-0.568636236,97.6,1.989449818,382,2.582063363,30.3,1.481442629,0.063,-1.200659451,1.19,0.075546961,0.0515,-1.288192771,0.0379,-1.42136079,0.376,-0.424812155,30.7,1.487138375,0.866,-0.062482108,0.0474,-1.324221658,2.88,0.459392488,22.2,1.346352974,0.02515,-1.599462011,0.094,-1.026872146,0.04925,-1.307593765,0.063,-1.200659451,0.067,-1.173925197,2376.18575
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.0915,-1.038578906,0.162,-0.790484985,0.658,-0.181774106,0.0915,-1.038578906,8.3,0.919078092,11.4,1.056904851,15.1,1.178976947,19.9,1.298853076,26.8,1.428134794,13.9,1.1430148,12.6,1.100370545,0.0825,-1.083546051,0.156,-0.806875402,1.38,0.139879086,106,2.025305865,4.47,0.650307523,1360,3.133538908,0.489,-0.310691141,8.85,0.946943271,0.245,-0.610833916,0.139,-0.8569852,0.198,-0.70333481,574,2.758911892,1060,3.025305865,45.6,1.658964843,0.07,-1.15490196,0.95,-0.022276395,0.057,-1.244125144,0.04195,-1.377268035,1.02,0.008600172,26,1.414973348,0.264,-0.578396073,0.0525,-1.279840697,0.547,-0.262012674,8.65,0.937016107,0.02775,-1.556737013,0.1035,-0.98505965,0.0545,-1.263603498,0.0695,-1.158015195,0.074,-1.13076828,3308.5942
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.096,-1.017728767,0.0515,-1.288192771,0.13,-0.886056648,0.096,-1.017728767,2.05,0.311753861,5.24,0.719331287,14,1.146128036,9.88,0.994756945,9.7,0.986771734,4.06,0.608526034,4.15,0.618048097,0.087,-1.060480747,0.1635,-0.786482243,0.375,-0.425968732,40.9,1.611723308,2.03,0.307496038,749,2.874481818,0,#NUM!,3.87,0.587710965,0.257,-0.590066877,0.146,-0.835647144,0.096,-1.017728767,244,2.387389826,623,2.794488047,21.6,1.334453751,0.0735,-1.133712661,1.2,0.079181246,0.06,-1.22184875,0.04395,-1.357041121,0.462,-0.335358024,21.7,1.336459734,0.766,-0.11577123,0.055,-1.259637311,2.1,0.322219295,5.99,0.777426822,0.0291,-1.536107011,0.109,-0.962573502,0.0575,-1.240332155,0.073,-1.13667714,0.0775,-1.110698297,1767.77455
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.0303,-1.518557371,0.0535,-1.271646218,0.1345,-0.871277716,0.1,-1,1.97,0.294466226,3.26,0.5132176,12.1,1.08278537,22.3,1.348304863,21.6,1.334453751,10.9,1.037426498,9.75,0.989004616,0.09,-1.045757491,0.17,-0.769551079,0.907,-0.042392713,36.4,1.561101384,6.21,0.7930916,1180,3.071882007,0.876,-0.057495894,8.85,0.946943271,1.3,0.113943352,0.434,-0.36251027,0.211,-0.675717545,168,2.225309282,438,2.641474111,25.7,1.409933123,0.076,-1.119186408,1.31,0.117271296,0.062,-1.207608311,0.0456,-1.341035157,0.74,-0.13076828,21.1,1.324282455,0.087,-1.060480747,0.057,-1.244125144,1.83,0.26245109,2.7,0.431363764,0.0303,-1.518557371,0.1125,-0.948847478,0.0595,-1.225483034,0.0755,-1.122053048,0.0805,-1.09420412,1977.7122
Swallowtail Shiner,Spill,Spring,Whole Body,5,0.698970004,0.0276,-1.559090918,0.04865,-1.312917155,0.1225,-0.911863911,0.0276,-1.559090918,1.91,0.281033367,5.81,0.764176132,13.4,1.127104798,30.2,1.480006943,27.9,1.445604203,7.43,0.870988814,11.4,1.056904851,0.082,-1.086186148,0.155,-0.809668302,0.368,-0.434152181,50.7,1.705007959,5.42,0.733999287,1050,3.021189299,0.471,-0.326979093,3.15,0.498310554,0.243,-0.614393726,0.276,-0.559090918,0.197,-0.705533774,39.6,1.597695186,171,2.23299611,18.5,1.267171728,0.0695,-1.158015195,0.1975,-0.7044329,0.0565,-1.247951552,0.04165,-1.380384994,0.818,-0.087246696,24.4,1.387389826,0.0795,-1.099632871,0.052,-1.283996656,0.0555,-1.255707017,13.1,1.117271296,0.0276,-1.559090918,0.103,-0.987162775,0.054,-1.26760624,0.069,-1.161150909,0.0735,-1.133712661,1477.6356
Swallowtail Shiner,Spill,Spring,Whole Body,5.25,0.720159303,0.0271,-1.567030709,0.04805,-1.318306608,0.121,-0.91721463,0.0895,-1.048176965,5.32,0.725911632,10,1,12.2,1.086359831,14.4,1.158362492,19.7,1.294466226,9.83,0.992553518,9.04,0.95616843,0.081,-1.091514981,0.1525,-0.816730156,0.628,-0.202040356,69.8,1.843855423,4.45,0.648360011,1110,3.045322979,1.41,0.149219113,11,1.041392685,0.818,-0.087246696,0.1365,-0.864867349,0.211,-0.675717545,77,1.886490725,206,2.31386722,15.5,1.190331698,0.2255,-0.646853454,1.5,0.176091259,0.056,-1.251811973,0.04105,-1.386686839,0.449,-0.347753659,21.3,1.328379603,0.259,-0.586700236,0.0515,-1.288192771,1.7,0.230448921,11.6,1.064457989,0.0271,-1.567030709,0.1015,-0.993533958,0.0535,-1.271646218,0.068,-1.167491087,0.0725,-1.139661993,1615.4673
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.02865,-1.542875374,0.0505,-1.296708622,0.03865,-1.412850502,0.02865,-1.542875374,2.7,0.431363764,5.69,0.755112266,15.1,1.178976947,24.3,1.385606274,24.4,1.387389826,7.91,0.898176483,9.73,0.98811284,0.0855,-1.068033885,0.735,-0.133712661,0.466,-0.331614083,62.6,1.796574333,4.92,0.691965103,1160,3.064457989,0.703,-0.153044675,12.8,1.10720997,0.733,-0.134896025,0.336,-0.473660723,0.202,-0.694648631,45.8,1.660865478,295,2.469822016,21.1,1.324282455,0.072,-1.142667504,0.639,-0.194499142,0.059,-1.229147988,0.0432,-1.364516253,0.421,-0.375717904,20.3,1.307496038,0.0825,-1.083546051,0.054,-1.26760624,2.57,0.409933123,0,#NUM!,0.02865,-1.542875374,0.107,-0.970616222,0.056,-1.251811973,0.0715,-1.145693958,0.076,-1.119186408,1720.0368
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.0279,-1.554395797,0.0494,-1.306273051,0.1245,-0.904830649,0.0279,-1.554395797,2.82,0.450249108,9.09,0.958563883,16.1,1.206825876,24.7,1.392696953,28.5,1.45484486,7.56,0.878521796,10.5,1.021189299,0.083,-1.080921908,0.0476,-1.322393047,0.766,-0.11577123,53.2,1.725911632,9.8,0.991226076,1700,3.230448921,1.02,0.008600172,10.8,1.033423755,0.983,-0.007446482,0.455,-0.341988603,0.298,-0.525783736,214,2.330413773,593,2.773054693,24.5,1.389166084,0.0705,-1.151810883,1.6,0.204119983,0.0575,-1.240332155,0.0421,-1.375717904,0.144,-0.841637508,23.6,1.372912003,0.0805,-1.09420412,0.0525,-1.279840697,0.614,-0.211831629,9.51,0.978180517,0.0279,-1.554395797,0.104,-0.982966661,0.055,-1.259637311,0.07,-1.15490196,0.0745,-1.127843727,2744.5548
Swallowtail Shiner,Spill,Spring,Whole Body,5,0.698970004,0.0288,-1.540607512,0.051,-1.292429824,0.128,-0.89279003,0.0288,-1.540607512,3.39,0.530199698,5.63,0.750508395,12.3,1.089905111,15.3,1.184691431,22.7,1.356025857,7.92,0.898725182,7.61,0.881384657,0.086,-1.065501549,0.1615,-0.791827473,1.56,0.193124598,62.6,1.796574333,9.42,0.974050903,1100,3.041392685,1.93,0.285557309,4.9,0.69019608,0.755,-0.122053048,0.405,-0.392544977,0.192,-0.716698771,101,2.004321374,293,2.46686762,15.9,1.201397124,0.0725,-1.139661993,1.67,0.222716471,0.059,-1.229147988,0.0435,-1.361510743,0.04485,-1.348237553,23.3,1.367355921,0.566,-0.247183569,0.054,-1.26760624,0.058,-1.236572006,32.7,1.514547753,0.0288,-1.540607512,0.1075,-0.968591536,0.0565,-1.247951552,0.072,-1.142667504,0.0765,-1.116338565,1725.90525
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.02665,-1.574302787,0.0471,-1.326979093,0.03605,-1.443094731,0.088,-1.055517328,1.95,0.290034611,10.7,1.029383778,13.9,1.1430148,34.7,1.540329475,22.3,1.348304863,14.8,1.170261715,11,1.041392685,0.0795,-1.099632871,0.15,-0.823908741,0.471,-0.326979093,52.1,1.716837723,7.79,0.891537458,1380,3.139879086,1.92,0.283301229,9.7,0.986771734,1.21,0.08278537,0.134,-0.872895202,0.289,-0.539102157,78.3,1.893761762,442,2.645422269,28.2,1.450249108,0.067,-1.173925197,0.404,-0.393618635,0.055,-1.259637311,0.0403,-1.394694954,0.74,-0.13076828,20.7,1.315970345,0.254,-0.595166283,0.0505,-1.296708622,0.054,-1.26760624,4.93,0.692846919,0.02665,-1.574302787,0.0995,-1.002176919,0.0525,-1.279840697,0.0665,-1.177178355,0.071,-1.148741651,2139.50225
Swallowtail Shiner,Spill,Spring,Whole Body,5,0.698970004,0.0274,-1.562249437,0.04835,-1.315603522,0.03695,-1.432385557,0.0274,-1.562249437,3.28,0.515873844,4.65,0.667452953,12.9,1.11058971,19.5,1.290034611,21.2,1.326335861,8.27,0.91750551,8.35,0.921686475,0.0815,-1.088842391,0.04665,-1.331148352,1.45,0.161368002,61.2,1.786751422,14.4,1.158362492,1070,3.029383778,2.4,0.380211242,5.49,0.739572344,1.9,0.278753601,0.685,-0.164309429,0.386,-0.413412695,32.5,1.511883361,175,2.243038049,12.8,1.10720997,0.069,-1.161150909,0.736,-0.133122186,0.056,-1.251811973,0.04135,-1.383524486,0.615,-0.211124884,26.6,1.424881637,0.64,-0.193820026,0.0515,-1.288192771,0.055,-1.259637311,6.61,0.820201459,0.0274,-1.562249437,0.1025,-0.989276135,0.054,-1.26760624,0.0685,-1.164309429,0.073,-1.13667714,1492.4285
Swallowtail Shiner,Spill,Spring,Whole Body,6,0.77815125,0.0291,-1.536107011,0.0515,-1.288192771,0.1295,-0.887730232,0.0291,-1.536107011,4.43,0.646403726,11.4,1.056904851,10.5,1.021189299,22.4,1.350248018,21.6,1.334453751,10,1,8.08,0.907411361,0.0865,-1.062983893,0.1635,-0.786482243,1.51,0.178976947,77.9,1.891537458,9.41,0.973589623,1570,3.195899652,1.19,0.075546961,8.05,0.90579588,0.698,-0.156144577,0.482,-0.316952962,0.333,-0.477555766,56.5,1.752048448,229,2.359835482,14.2,1.152288344,0.073,-1.13667714,0.2085,-0.680893941,0.0595,-1.225483034,0.04395,-1.357041121,0.643,-0.191789027,19.6,1.292256071,0.084,-1.075720714,0.055,-1.259637311,1.98,0.29666519,7.85,0.894869657,0.0291,-1.536107011,0.1085,-0.964570262,0.057,-1.244125144,0.0725,-1.139661993,0.0775,-1.110698297,2089.11375
Swallowtail Shiner,Spill,Spring,Whole Body,5.5,0.740362689,0.0279,-1.554395797,0.0491,-1.308918508,0.0376,-1.424812155,0.0279,-1.554395797,0.898,-0.046723663,1.04,0.017033339,7.9,0.897627091,11.3,1.053078443,14,1.146128036,7.19,0.85672889,6.03,0.780317312,0.083,-1.080921908,0.156,-0.806875402,0.615,-0.211124884,30.7,1.487138375,3.43,0.53529412,680,2.832508913,0.736,-0.133122186,1.89,0.276461804,0.695,-0.158015195,0.1395,-0.855425792,0.092,-1.036212173,183,2.26245109,718,2.856124444,20.1,1.303196057,0.07,-1.15490196,0.684,-0.164943898,0.057,-1.244125144,0.04195,-1.377268035,0.0435,-1.361510743,9.7,0.986771734,0.2645,-0.577574324,0.0525,-1.279840697,1.95,0.290034611,3.91,0.592176757,0.0279,-1.554395797,0.104,-0.982966661,0.0545,-1.263603498,0.0695,-1.158015195,0.074,-1.13076828,1705.24035
Darter sp.,Spill,Spring,Whole Body,8,0.903089987,0.0282,-1.549750892,0.0497,-1.303643611,0.1255,-0.901356274,0.0282,-1.549750892,0.65,-0.187086643,0.672,-0.172630727,6.92,0.840106094,7.31,0.863917377,10.7,1.029383778,4.09,0.611723308,4.23,0.626340367,0.084,-1.075720714,0.158,-0.801342913,0.123,-0.910094889,17.6,1.245512668,4.19,0.622214023,1050,3.021189299,1.25,0.096910013,7.88,0.896526217,0.2485,-0.604673607,0.141,-0.850780887,0.373,-0.428291168,24.1,1.382017043,91,1.959041392,38.3,1.583198774,0.071,-1.148741651,0.2015,-0.69572495,0.0575,-1.240332155,0.0424,-1.372634143,0.41,-0.387216143,3.64,0.561101384,0.081,-1.091514981,0.053,-1.27572413,1.44,0.158362492,18,1.255272505,0.0282,-1.549750892,0.105,-0.978810701,0.0555,-1.255707017,0.0705,-1.151810883,0.075,-1.124938737,1294.5817
Darter sp.,Spill,Spring,Whole Body,7.5,0.875061263,0.0268,-1.571865206,0.0474,-1.324221658,0.1195,-0.922632095,0.0268,-1.571865206,0.654,-0.184422252,0.727,-0.138465589,4.91,0.691081492,7.36,0.866877814,6.69,0.825426118,3.11,0.492760389,2.7,0.431363764,0.08,-1.096910013,0.1505,-0.8224635,0.117,-0.931814138,15,1.176091259,4.28,0.631443769,700,2.84509804,0.742,-0.129596095,3.59,0.555094449,0.2365,-0.626168855,0.1345,-0.871277716,0.441,-0.355561411,22.7,1.356025857,68.7,1.836956737,34.4,1.536558443,0.0675,-1.170696227,0.192,-0.716698771,0.055,-1.259637311,0.04045,-1.393081474,0.461,-0.336299075,4.52,0.655138435,0.291,-0.536107011,0.0505,-1.296708622,0.054,-1.26760624,0.993,-0.003050752,0.0268,-1.571865206,0.1,-1,0.0525,-1.279840697,0.067,-1.173925197,0.0715,-1.145693958,883.98525
Darter sp.,Spill,Spring,Whole Body,8,0.903089987,0.0291,-1.536107011,0.0515,-1.288192771,0.03925,-1.406160339,0.096,-1.017728767,0.483,-0.316052869,0.736,-0.133122186,4.12,0.614897216,8.18,0.912753304,5.33,0.726727209,1.64,0.214843848,2.8,0.447158031,0.0865,-1.062983893,0.163,-0.787812396,0.127,-0.896196279,15.6,1.193124598,2.31,0.36361198,618,2.790988475,0.552,-0.258060922,2.02,0.305351369,0.2565,-0.590912631,0.1455,-0.837137007,0.293,-0.53313238,38.4,1.584331224,117,2.068185862,28.2,1.450249108,0.073,-1.13667714,0.063,-1.200659451,0.0595,-1.225483034,0.04395,-1.357041121,0.15,-0.823908741,3.14,0.496929648,0.084,-1.075720714,0.055,-1.259637311,0.193,-0.714442691,5.33,0.726727209,0.0291,-1.536107011,0.1085,-0.964570262,0.057,-1.244125144,0.0725,-1.139661993,0.0775,-1.110698297,856.1944
Darter sp.,Spill,Spring,Whole Body,7.5,0.875061263,0.22,-0.657577319,0.0471,-1.326979093,0.1185,-0.92628165,0.088,-1.055517328,0.646,-0.189767482,0.644,-0.191114133,2.15,0.33243846,2.11,0.324282455,3.05,0.484299839,1.12,0.049218023,1.75,0.243038049,0.0795,-1.099632871,0.15,-0.823908741,0.1165,-0.933674075,11.5,1.06069784,2.86,0.456366033,513,2.710117365,0.969,-0.013676223,0.651,-0.186419011,0.2355,-0.628009089,0.1335,-0.874518734,10.3,1.012837225,113,2.053078443,32.4,1.51054501,0.0515,-1.288192771,0.2215,-0.654626269,0.191,-0.718966633,0.0545,-1.263603498,1.48,0.170261715,2.19,0.340444115,0.25,-0.602059991,0.077,-1.113509275,0.767,-0.115204636,2.55,0.40654018,0.22,-0.657577319,1.34,0.127104798,0.3285,-0.483464626,0.0525,-1.279840697,0.0665,-1.177178355,0.071,-1.148741651,707.2496
Darter sp.,Spill,Spring,Whole Body,7,0.84509804,0.0695,-1.158015195,0.1625,-0.789146635,0.03775,-1.423083044,0.092,-1.036212173,0.603,-0.219682688,1.12,0.049218023,3.86,0.586587305,4.93,0.692846919,9.47,0.976349979,3.72,0.57054294,4.15,0.618048097,0.083,-1.080921908,0.1565,-0.805485658,0.122,-0.913640169,14.8,1.170261715,4.6,0.662757832,1070,3.029383778,1.22,0.086359831,0.843,-0.074172425,0.246,-0.609064893,0.14,-0.853871964,22,1.342422681,150,2.176091259,48.4,1.684845362,0.054,-1.26760624,0.2315,-0.635449005,0.2,-0.698970004,0.0575,-1.240332155,0.371,-0.43062609,4.14,0.617000341,0.2615,-0.582528307,0.0805,-1.09420412,0.23,-0.638272164,1.81,0.257678575,0.23,-0.638272164,1.13,0.053078443,0.3435,-0.464073259,0.055,-1.259637311,0.0695,-1.158015195,0.074,-1.13076828,1350.16325
Eastern Mudminnow,Spill,Spring,Whole Body,6,0.77815125,0.222,-0.653647026,0.0476,-1.322393047,0.03635,-1.439495585,0.02695,-1.56944123,4.42,0.645422269,3.55,0.550228353,3.9,0.591064607,5.13,0.710117365,8.14,0.910624405,2.17,0.336459734,7.17,0.855519156,0.08,-1.096910013,0.151,-0.821023053,0.1175,-0.929962133,21.3,1.328379603,2.67,0.426511261,922,2.964730921,1.56,0.193124598,2.47,0.392696953,1.12,0.049218023,0.135,-0.869666232,21.5,1.33243846,145,2.161368002,18.4,1.264817823,0.052,-1.283996656,0.701,-0.154281982,0.0585,-1.232844134,0.0555,-1.255707017,0.694,-0.15864053,1.26,0.100370545,0.252,-0.598599459,0.0775,-1.110698297,11.5,1.06069784,28.6,1.456366033,1.92,0.283301229,3.61,0.557507202,0.727,-0.138465589,0.053,-1.27572413,0.222,-0.653647026,0.0715,-1.145693958,1221.1704
Eastern Mudminnow,Spill,Spring,Whole Body,5.5,0.740362689,0.069,-1.161150909,0.04865,-1.312917155,0.03725,-1.428873723,0.0276,-1.559090918,2.85,0.45484486,3.93,0.59439255,7.19,0.85672889,7.17,0.855519156,9.75,0.989004616,2.48,0.394451681,4.34,0.63748973,0.082,-1.086186148,0.04695,-1.328364403,0.359,-0.444905551,23.4,1.369215857,13.8,1.139879086,2790,3.445604203,5.57,0.745855195,4.1,0.612783857,1.16,0.064457989,1.02,0.008600172,12.8,1.10720997,177,2.247973266,10.2,1.008600172,0.053,-1.27572413,0.492,-0.308034897,0.06,-1.22184875,0.0565,-1.247951552,1.04,0.017033339,1.06,0.025305865,0.2585,-0.587539453,0.0795,-1.099632871,2.89,0.460897843,47.3,1.674861141,0.922,-0.035269079,7.26,0.860936621,0.103,-0.987162775,0.054,-1.26760624,0.069,-1.161150909,0.0735,-1.133712661,3139.20145
Eastern Mudminnow,Spill,Spring,Whole Body,6.5,0.812913357,0.069,-1.161150909,0.0488,-1.311580178,0.03725,-1.428873723,0.0276,-1.559090918,5.32,0.725911632,2.2,0.342422681,3.4,0.531478917,5.74,0.758911892,9.51,0.978180517,10.2,1.008600172,7.78,0.890979597,0.0825,-1.083546051,0.155,-0.809668302,0.533,-0.273272791,45.3,1.656098202,3.29,0.517195898,1200,3.079181246,1.49,0.173186268,3.14,0.496929648,1.3,0.113943352,0.1385,-0.858550227,18,1.255272505,69.8,1.843855423,15.3,1.184691431,0.053,-1.27572413,0.545,-0.263603498,0.06,-1.22184875,0.0565,-1.247951552,1.12,0.049218023,1.3,0.113943352,0.259,-0.586700236,0.0795,-1.099632871,3.07,0.487138375,0.0555,-1.255707017,0.747,-0.126679398,0.069,-1.161150909,0.103,-0.987162775,0.054,-1.26760624,0.069,-1.161150909,0.0735,-1.133712661,1410.57565
Eastern Mudminnow,Spill,Spring,Whole Body,7,0.84509804,0.0635,-1.197226275,0.045,-1.346787486,0.1135,-0.945004138,0.191,-0.718966633,3.36,0.526339277,1.7,0.230448921,3.26,0.5132176,4.62,0.664641976,8.18,0.912753304,3.78,0.5774918,6.75,0.829303773,0.076,-1.119186408,0.143,-0.844663963,0.808,-0.092588639,35.5,1.550228353,2.91,0.463892989,960,2.982271233,1.99,0.298853076,3.21,0.506505032,2.03,0.307496038,0.1275,-0.894489815,17.3,1.238046103,102,2.008600172,24,1.380211242,0.0491,-1.308918508,0.515,-0.288192771,0.0555,-1.255707017,0.0525,-1.279840697,0.742,-0.129596095,1.58,0.198657087,0.2385,-0.622511617,0.0735,-1.133712661,8.72,0.940516485,49,1.69019608,0.0635,-1.197226275,0.0635,-1.197226275,0.3135,-0.503762455,0.05,-1.301029996,0.0635,-1.197226275,0.0675,-1.170696227,1243.8051
Dace sp.,Spill,Spring,Whole Body,6.5,0.812913357,0.2,-0.698970004,0.04275,-1.369063881,0.108,-0.966576245,0.08,-1.096910013,2.14,0.330413773,5.11,0.7084209,10,1,7.44,0.871572936,6.15,0.788875116,1.39,0.1430148,1.69,0.227886705,0.072,-1.142667504,0.136,-0.866461092,0.332,-0.478861916,32.5,1.511883361,6.49,0.812244697,899,2.953759692,0.757,-0.12090412,0.982,-0.007888512,0.2135,-0.670602121,0.396,-0.402304814,49.2,1.691965103,361,2.557507202,28.3,1.451786436,0.04665,-1.331148352,0.201,-0.696803943,0.0525,-1.279840697,0.0497,-1.303643611,0.38,-0.420216403,8.82,0.945468585,0.227,-0.643974143,0.07,-1.15490196,1.11,0.045322979,17.9,1.252853031,0.477,-0.321481621,2.51,0.399673721,0.0905,-1.043351421,0.0476,-1.322393047,0.0605,-1.218244625,0.0645,-1.190440285,1445.8362
Creek Chubsucker,Spill,Spring,Whole Body,12,1.079181246,0.237,-0.625251654,0.051,-1.292429824,0.582,-0.235077015,0.095,-1.022276395,8.62,0.935507266,4.4,0.643452676,8.83,0.945960704,8.81,0.944975908,11.6,1.064457989,5.54,0.743509765,4.31,0.63447727,0.0855,-1.068033885,3.48,0.541579244,4.72,0.673941999,66.6,1.823474229,19.4,1.28780173,1050,3.021189299,1.92,0.283301229,3.03,0.481442629,0.797,-0.098541679,0.721,-0.142064735,37.3,1.571708832,241,2.382017043,30.4,1.482873584,0.0555,-1.255707017,0.2385,-0.622511617,0.0625,-1.204119983,0.059,-1.229147988,7.98,0.902002891,12.4,1.093421685,0.2695,-0.56944123,0.083,-1.080921908,0.072,-1.142667504,9,0.954242509,0.072,-1.142667504,6.6,0.819543936,0.937,-0.028260409,0.0565,-1.247951552,0.072,-1.142667504,0.0765,-1.116338565,1550.5625
Dace sp.,Spill,Spring,Whole Body,11,1.041392685,0.2455,-0.609948504,0.0525,-1.279840697,0.04015,-1.39631445,0.02985,-1.525055665,6.35,0.802773725,4.15,0.618048097,10.4,1.017033339,12.1,1.08278537,16.7,1.222716471,3.67,0.564666064,6.35,0.802773725,0.089,-1.050609993,0.411,-0.386158178,2.34,0.369215857,91.5,1.961421094,15.6,1.193124598,1950,3.290034611,0.874,-0.058488567,3.38,0.5289167,1.04,0.017033339,0.573,-0.241845378,36.7,1.564666064,225,2.352182518,50.5,1.703291378,0.0575,-1.240332155,1.11,0.045322979,0.0645,-1.190440285,0.061,-1.214670165,3.18,0.50242712,16.3,1.212187604,1.15,0.06069784,0.086,-1.065501549,0.0745,-1.127843727,9.54,0.979548375,0.0745,-1.127843727,5.66,0.752816431,0.111,-0.954677021,0.0585,-1.232844134,0.0745,-1.127843727,0.079,-1.102372909,2475.776
Creek Chubsucker,Spill,Spring,Whole Body,9.5,0.977723605,0.0615,-1.211124884,0.04335,-1.363010898,0.03305,-1.480828536,0.02455,-1.609948504,1.09,0.037426498,0.937,-0.028260409,7.54,0.877371346,9.56,0.980457892,13.5,1.130333768,4.31,0.63447727,6.1,0.785329835,0.073,-1.13667714,0.04165,-1.380384994,0.534,-0.272458743,29.4,1.46834733,9.36,0.971275849,2820,3.450249108,2.96,0.471291711,5.99,0.777426822,2.6,0.414973348,1.28,0.10720997,49,1.69019608,278,2.444044796,30.3,1.481442629,0.04725,-1.325598187,2.14,0.330413773,0.053,-1.27572413,0.0505,-1.296708622,0.122,-0.913640169,5.42,0.733999287,0.957,-0.019088062,0.071,-1.148741651,0.0615,-1.211124884,5.02,0.700703717,0.0615,-1.211124884,1.38,0.139879086,0.0915,-1.038578906,0.0482,-1.316952962,0.0615,-1.211124884,0.0655,-1.1837587,3288.38855
