Species,Location,Seasonality,Tissue,Length,log_Length,PFBA,log_PFBA,PFPeA,log_PFPeA,PFHxA,log_PFHxA,PFHpA,log_PFHpA,PFOA,log_PFOA,PFNA,log_PFNA,PFDA,log_PFDA,PFUdA,log_PFUdA,PFDoA,log_PFDoA,PFTrDA,log_PFTrDA,PFTeDA,log_PFTeDA,PFHxDA,log_PFHxDA,PFBS,log_PFBS,PFPeS,log_PFPeS,PFHxS,log_PFHxS,PFHpS,log_PFHpS,PFOS,log_PFOS,PFNS,log_PFNS,PFDS,log_PFDS,PFDoS,log_PFDoS,ClPFOS,log_ClPFOS,FBSA,log_FBSA,FHxSA,log_FHxSA,FOSA,log_FOSA,MeFOSA,log_MeFOSA,MeFOSAA,log_MeFOSAA,EtFOSAA,log_EtFOSAA,FourTwoFTS,log_FourTwoFTS,SixTwoFTS,log_SixTwoFTS,EightTwoFTS,log_EightTwoFTS,TenTwoFTS,log_TenTwoFTS,ThreeThreeFTCA,log_ThreeThreeFTCA,FiveThreeFTCA,log_FiveThreeFTCA,SevenThreeFTCA,SevenThreeFTCA,SixTwoFTCA,log_SixTwoFTCA,EightTwoFTCA,log_EightTwoFTCA,TenTwoFTCA,log_TenTwoFTCA,SixTwoUFTCA,log_SixTwoUFTCA,ADONA,log_ADONA,SixTwoDiPAP,log_SixTwodiPAP,SumPFAS
Dace sp.,Down,Spring,Whole Body,5.5,0.740362689,0.098554534,-1.006323393,0.052752157,-1.277759776,0.132972551,-0.876237999,0.098554534,-1.006323393,4.5,0.653212514,34.8,1.541579244,33.5,1.525044807,25.1,1.399673721,0.059613537,-1.22465511,5.94,0.773786445,5.5,0.740362689,0.088982808,-1.050693892,0.167692835,-0.775485493,0.623,-0.205511953,92.9,1.968015714,12.3,1.089905111,3330,3.522444234,2.46,0.390935107,2.1,0.322219295,0.581,-0.235823868,1.28,0.10720997,81.3,1.910090546,401,2.603144373,41.9,1.622214023,0.057518757,-1.240190504,0.075114258,-1.124277618,0.06480636,-1.18838237,0.061326941,-1.2123487,0.655,-0.1837587,44,1.643452676,1.17,0.068185862,0.08612239,-1.064883925,10.2,1.008600172,19,1.278753601,3.68,0.565847819,0.686,-0.163675884,0.111410861,-0.953072469,0.058624757,-1.231918943,0.074662525,-1.126897325,0.079480419,-1.099739854,4156.54319
Eastern Mudminnow,Down,Spring,Whole Body,5.5,0.740362689,0.093477358,-1.029293572,0.050034555,-1.300729954,0.038218873,-1.417722118,0.093477358,-1.029293572,3.26,0.5132176,1.44,0.158362492,3.18,0.50242712,6.01,0.778874472,0.056542461,-1.247625289,1.95,0.290034611,5.05,0.703291378,0.084398733,-1.073664071,0.678,-0.168770306,0.123751154,-0.907450743,26.2,1.418301291,1.43,0.155336037,595,2.774516966,0.872,-0.059483515,0.984,-0.007004902,0.627,-0.202732459,0.142011782,-0.847675624,18.8,1.274157849,99.3,1.996949248,13.4,1.127104798,0.054555598,-1.263160683,0.827,-0.08249449,0.061467769,-1.211352549,0.058167597,-1.235318879,0.489,-0.310691141,1.43,0.155336037,0.265350794,-0.576179608,0.081685674,-1.087854104,0.356,-0.448550002,5.36,0.72916479,1.81,0.257678575,0.028326472,-1.547807512,0.105671373,-0.976042648,0.05560462,-1.254889122,0.07081618,-1.149867503,0.075385873,-1.122710033,789.9919442
Darter sp.,Down,Spring,Whole Body,6,0.77815125,0.097402597,-1.011429462,0.052135574,-1.282865844,0.611,-0.21395879,0.245,-0.610833916,5.4,0.73239376,2.71,0.432969291,1.84,0.264817823,1.94,0.28780173,0.058916755,-1.229761179,0.593,-0.226945307,0.833,-0.079354999,0.08794275,-1.05579996,0.165732789,-0.780591562,1.02,0.008600172,60.4,1.781036939,1.88,0.274157849,351,2.545307116,0.397,-0.401209493,0.19941993,-0.70023144,0.260398603,-0.58436135,0.147975047,-0.829811514,20.3,1.307496038,72.1,1.857935265,40.7,1.609594409,0.05684646,-1.245296573,17.6,1.245512668,0.064048883,-1.193488438,0.060610132,-1.217454769,2.35,0.371067862,1.84,0.264817823,0.083785827,-1.076829438,0.085115765,-1.069989993,0.183763453,-0.735740858,2.59,0.413299764,3.47,0.540329475,0.029515939,-1.529943402,0.110108656,-0.958178538,0.057939533,-1.237025011,0.073789847,-1.132003393,0.078551427,-1.104845922,591.773
Darter sp.,Down,Spring,Whole Body,7,0.84509804,0.095928373,-1.018052919,0.169443393,-0.770975361,1.37,0.136720567,0.487,-0.312471039,5.74,0.758911892,2.16,0.334453751,3.45,0.537819095,3.41,0.532754379,0.058025029,-1.236384636,0.907,-0.042392713,1.19,0.075546961,0.086611704,-1.062423418,1.29,0.11058971,1.84,0.264817823,79.1,1.898176483,3.32,0.521138084,551,2.741151599,0.883,-0.054039296,0.657,-0.18243463,0.256457375,-0.590984807,0.14573539,-0.836434971,11.7,1.068185862,41,1.612783857,47,1.672097858,0.055986068,-1.25192003,15.2,1.181843588,0.208162284,-0.681597956,0.059692776,-1.224078226,1.66,0.220108088,1.87,0.271841607,0.082517698,-1.083452895,0.083827507,-1.076613451,0.569,-0.244887734,5.62,0.749736316,4.06,0.608526034,0.029069204,-1.536566859,0.108442121,-0.964801995,0.057062597,-1.243648469,0.07267301,-1.13862685,0.077362522,-1.11146938,787.1299971
Darter sp.,Down,Spring,Whole Body,8.5,0.929418926,0.093071355,-1.031183965,0.164396888,-0.784106407,0.914,-0.039053804,0.32,-0.494850022,4.96,0.695481676,2.79,0.445604203,2.93,0.46686762,2.87,0.457881897,0.056296879,-1.249515682,0.55,-0.259637311,1.23,0.089905111,0.084032162,-1.075554463,0.446,-0.350665141,1.22,0.086359831,79.5,1.900367129,3.57,0.552668216,506,2.704150517,1.11,0.045322979,0.679,-0.168130226,0.248819348,-0.604115852,0.141394978,-0.849566017,9.12,0.959994838,46.2,1.664641976,53.2,1.725911632,0.054318645,-1.265051076,13,1.113943352,0.201962621,-0.694729001,0.057914956,-1.237209271,2.34,0.369215857,3.27,0.514547753,0.080060087,-1.096583941,0.081330886,-1.089744496,0.175591965,-0.755495361,40.5,1.607455023,4.28,0.631443769,2.61,0.416640507,1.41,0.149219113,0.055363111,-1.256779514,0.070508602,-1.151757896,0.075058447,-1.124600425,786.6591209
Darter sp.,Down,Spring,Whole Body,6,0.77815125,0.088845015,-1.051366936,0.156931679,-0.804289378,0.753,-0.123205024,0.291,-0.536107011,3.78,0.5774918,2.63,0.419955748,2.94,0.46834733,2.99,0.475671188,0.053740456,-1.269698653,0.524,-0.280668713,0.524,-0.280668713,0.080216289,-1.095737434,0.151171863,-0.820529036,0.993,-0.003050752,51.5,1.711807229,4.35,0.638489257,561,2.748962861,0.972,-0.012333735,0.537,-0.270025714,0.237520542,-0.624298824,0.134974278,-0.869748988,28.6,1.456366033,178,2.250420002,54.7,1.737987326,0.051852053,-1.285234047,12.5,1.096910013,0.192791564,-0.714911973,0.055285056,-1.257392243,0.999,-0.000434512,2.72,0.434568904,0.076424585,-1.116766912,0.077637677,-1.109927468,0.167618391,-0.775678332,3.07,0.487138375,3.53,0.547774705,0.088845015,-1.051366936,0.100434747,-0.998116012,0.05284909,-1.276962485,0.067306829,-1.171940867,0.071650067,-1.144783396,919.8090952
Margined Madtom,Down,Spring,Whole Body,5,0.698970004,0.078878177,-1.103043135,0.139326723,-0.855965577,0.106424657,-0.972957741,0.078878177,-1.103043135,1.43,0.155336037,0.605,-0.218244625,3.72,0.57054294,6.6,0.819543936,0.047711728,-1.321374852,3.29,0.517195898,3.91,0.592176757,0.071217441,-1.147413634,0.134213056,-0.872205235,0.272,-0.565431096,30.6,1.485721426,1.04,0.017033339,470,2.672097858,0.473,-0.325138859,0.582,-0.235077015,0.210874942,-0.675975023,0.119832553,-0.921425187,65.7,1.81756537,169,2.227886705,27.6,1.440909082,0.04603517,-1.336910246,6.84,0.835056102,0.051867807,-1.285102112,0.049083052,-1.309068442,1.09,0.037426498,6.51,0.813580989,0.223908628,-0.649929171,0.068928104,-1.161603667,1.1,0.041392685,11.9,1.075546961,2.26,0.354108439,0.671,-0.17327748,0.089167746,-1.049792211,0.046920358,-1.328638684,0.059756195,-1.223617066,0.063612198,-1.196459595,816.8796367
Margined Madtom,Down,Spring,Whole Body,12,1.079181246,0.090799031,-1.041918784,0.048600958,-1.313355166,0.122508609,-0.91183339,0.090799031,-1.041918784,0.687,-0.163043263,0.405,-0.392544977,3.6,0.556302501,6.5,0.812913357,0.054922399,-1.260250501,3.79,0.57863921,7.25,0.860338007,0.081980529,-1.086289282,1.55,0.190331698,0.302,-0.519993057,30.3,1.481442629,0.48,-0.318758763,391,2.592176757,0.649,-0.187755303,1.91,0.281033367,0.696,-0.15739076,0.13794284,-0.860300836,65.4,1.815577748,120,2.079181246,29.3,1.46686762,0.052992463,-1.275785895,0.06920333,-1.159873008,0.059706586,-1.223977761,0.056500971,-1.247944091,0.041529321,-1.381645165,7.04,0.847572659,0.257747926,-0.58880482,0.079345205,-1.100479316,0.73,-0.13667714,133,2.123851641,3.43,0.53529412,0.027514858,-1.560432724,0.102643662,-0.98866786,0.054011429,-1.267514333,0.068787145,-1.162492715,0.073225906,-1.135335244,809.5897622
Pumpkinseed,Spill,Spring,Whole Body,7,0.84509804,0.089197225,-1.049648657,0.047743578,-1.321085039,0.036468911,-1.438077203,0.089197225,-1.049648657,0.961,-0.017276612,3.56,0.551449998,8.39,0.923761961,12.8,1.10720997,0.0539535,-1.267980374,5.74,0.758911892,22.3,1.348304863,0.901,-0.045275209,0.151771156,-0.818810757,0.297,-0.527243551,39.2,1.593286067,2.59,0.413299764,1750,3.243038049,5.63,0.750508395,6.24,0.79518459,3.09,0.489958479,0.318,-0.49757288,24.8,1.394451681,39.1,1.592176757,11.3,1.053078443,0.052057611,-1.283515768,0.067982498,-1.167602881,0.058653288,-1.231707633,0.055504224,-1.255673964,0.271,-0.567030709,3.69,0.567026366,0.714,-0.146301788,0.077945458,-1.108209188,1.19,0.075546961,1.03,0.012837225,0.043359768,-1.362913047,0.027029462,-1.568162597,0.100832902,-0.996397733,0.053058601,-1.275244206,0.067573655,-1.170222588,0.071934111,-1.143065117,1945.256263
Pumpkinseed,Spill,Spring,Whole Body,7,0.84509804,0.028516026,-1.544910998,0.050369375,-1.29783344,0.126966263,-0.896311664,0.094102886,-1.026397058,0.377,-0.42365865,0.162808651,-0.788322521,1.85,0.267171728,2.64,0.421603927,0.05692083,-1.244728775,1.97,0.294466226,5.57,0.745855195,0.08496351,-1.070767557,0.341,-0.467245621,0.124579267,-0.904554229,3.9,0.591064607,0.235257215,-0.628457049,460,2.662757832,0.324,-0.48945499,0.434,-0.36251027,0.25157707,-0.599328946,0.14296209,-0.84477911,32.3,1.509202522,27.3,1.436162647,16.6,1.220108088,0.054920671,-1.260264169,6.46,0.810232518,0.061879097,-1.208456035,0.05855684,-1.232422365,0.142033406,-0.847609499,1.08,0.033423755,0.267126458,-0.573283094,0.082232295,-1.08495759,4.45,0.648360011,11.3,1.053078443,2.61,0.416640507,0.028516026,-1.544910998,0.106378501,-0.973146134,0.055976713,-1.251992608,0.071290065,-1.146970989,0.075890337,-1.119813519,581.8698236
Pumpkinseed,Spill,Spring,Whole Body,6,0.77815125,0.091575092,-1.038222638,0.049016351,-1.309659021,0.123555691,-0.908137244,0.091575092,-1.038222638,0.091575092,-1.038222638,0.158435281,-0.800148101,3.92,0.593286067,3.45,0.537819095,0.055391821,-1.256554355,1.74,0.240549248,3.74,0.572871602,0.082681218,-1.082593137,0.155817152,-0.807384738,0.121232815,-0.91637981,6.3,0.799340549,0.228937729,-0.64028263,598,2.776701184,0.297,-0.527243551,0.187488824,-0.727024616,0.2448192,-0.611154526,0.139121839,-0.856604691,45.3,1.656098202,108,2.033423755,17.1,1.23299611,0.05344539,-1.272089749,0.069794811,-1.156176863,0.060216899,-1.220281615,0.056983885,-1.244247945,0.041884273,-1.37794902,3.02,0.480006943,0.2599509,-0.585108675,0.080023369,-1.09678317,2.82,0.450249108,111,2.045322979,1.78,0.250420002,23.2,1.365487985,0.103520959,-0.984971714,0.054473065,-1.263818188,0.069375069,-1.15879657,0.073851769,-1.131639099,932.4117436
Pumpkinseed,Spill,Spring,Whole Body,9.5,0.977723605,0.099756152,-1.001060313,0.053395334,-1.272496695,0.134593808,-0.870974919,0.099756152,-1.001060313,0.099756152,-1.001060313,0.172589442,-0.762985776,1.44,0.158362492,3.11,0.492760389,50.9,1.706717782,3.17,0.501059262,8.94,0.951337519,0.090067724,-1.045430812,0.169737416,-0.770222413,0.132063413,-0.879217484,7.02,0.846337112,0.249390379,-0.603120305,334,2.523746467,0.142160122,-0.847222214,0.204238545,-0.689862291,0.266690655,-0.573992201,0.045924422,-1.337956305,22.8,1.357934847,69.8,1.843855423,17,1.230448921,0.05822005,-1.234927424,0.076030083,-1.119014538,0.065596506,-1.18311929,0.062074664,-1.20708562,0.045626096,-1.340786695,0.641,-0.19314197,0.283174179,-0.54794635,0.087172431,-1.059620845,0.557,-0.254144805,10.9,1.037426498,2.75,0.439332694,0.030229137,-1.519574253,0.112769229,-0.947809389,0.059339535,-1.226655863,0.075572842,-1.121634245,0.080449477,-1.094476774,536.0243739
Pumpkinseed,Spill,Spring,Muscle,10,1,0.028018006,-1.552562772,0.049489696,-1.305485215,0.037802683,-1.422477378,0.092459421,-1.034048832,0.092459421,-1.034048832,0.15996527,-0.795974295,1.23,0.089905111,1.59,0.201397124,12.6,1.100370545,1.45,0.161368002,4.24,0.627365857,0.08347966,-1.078419331,0.157321858,-0.803210932,0.122403545,-0.912206004,2.81,0.44870632,0.464,-0.333482019,311,2.492760389,0.553,-0.257274869,0.605,-0.218244625,0.247183387,-0.60698072,0.140465321,-0.852430885,9.74,0.988558957,36.6,1.563481085,5.82,0.764922985,0.053961505,-1.267915944,11.6,1.064457989,0.060798406,-1.216107809,0.057534171,-1.240074139,0.042288744,-1.373775214,0.144377121,-0.840501623,0.262461213,-0.580934869,0.080796144,-1.092609364,0.774,-0.111259039,4.02,0.604226053,3.89,0.589949601,0.028018006,-1.552562772,0.104520647,-0.980797909,0.054999104,-1.259644382,0.070045016,-1.154622764,0.074564946,-1.127465293,411.2314133
Pumpkinseed,Spill,Spring,Liver,10,1,0.2150846,-0.667390684,0.379915379,-0.420313126,0.290198197,-0.53730529,0.70977918,-0.148876744,0.70977918,-0.148876744,1.227998378,0.089197793,13.5,1.130333768,20,1.301029996,0.429330299,-0.367208461,23.1,1.36361198,33.1,1.519827994,0.640844642,-0.193247243,0.365971458,-0.436552784,0.939649928,-0.027033915,27.8,1.444044796,5.04,0.702430536,3040,3.482873584,6.54,0.815577748,6.75,0.829303773,6.09,0.784617293,1.078303969,0.032741204,67,1.826074803,201,2.303196057,50.2,1.700703717,0.414243922,-0.382743855,28.1,1.44870632,0.466728455,-0.330935721,0.441670049,-0.354902051,1.071299284,0.029910814,4.27,0.630427875,2.014824484,0.30423722,0.620244218,-0.207437276,0.405786804,-0.39170208,23.7,1.374748346,0.345031595,-0.462141134,45.4,1.657055853,0.802369071,-0.09562582,0.422209214,-0.374472294,0.5377115,-0.269450675,0.572409451,-0.242293205,3616.691383
Pumpkinseed,Spill,Spring,Whole Body,6,0.77815125,0.094398993,-1.025032638,0.050527869,-1.29646902,0.127365779,-0.894947244,0.094398993,-1.025032638,0.343,-0.46470588,0.163320951,-0.786958101,2.49,0.396199347,3.87,0.587710965,0.057099939,-1.243364355,1.93,0.285557309,4.27,0.630427875,0.085230859,-1.069403137,0.160622086,-0.794194738,0.124971272,-0.903189809,7.14,0.853698212,0.235997483,-0.627092629,595,2.774516966,0.298,-0.525783736,0.193270417,-0.713834616,0.25236869,-0.597964526,0.14341194,-0.84341469,40.5,1.607455023,55.7,1.745855195,18,1.255272505,0.055093486,-1.258899749,2.27,0.356025857,0.062073808,-1.207091615,0.058741097,-1.231057945,0.286,-0.543633967,1.02,0.008600172,0.267967007,-0.571918674,0.272220464,-0.56507923,3.14,0.496929648,8.7,0.939519253,1.17,0.068185862,0.028605755,-1.543546578,0.106713235,-0.971781714,0.056152851,-1.250628188,0.071514389,-1.145606569,0.076129136,-1.118449099,748.9651965
Pumpkinseed,Spill,Spring,Whole Body,8.5,0.929418926,0.026933367,-1.569709353,0.04757384,-1.322631796,0.119919547,-0.92111002,0.026933367,-1.569709353,0.088880111,-1.051195414,0.153772659,-0.813120876,2.26,0.354108439,2.43,0.385606274,22.1,1.344392274,2.69,0.42975228,4.75,0.67669361,0.080247976,-1.095565912,0.045827751,-1.338871453,0.117665031,-0.929352585,6.16,0.789580712,0.222200277,-0.653255405,534,2.727541257,0.424,-0.372634143,0.582,-0.235077015,0.237614368,-0.624127301,0.135027596,-0.869577466,14.1,1.149219113,38.2,1.582063363,13,1.113943352,0.051872535,-1.285062525,7.76,0.889861721,0.058444764,-1.23325439,0.055306895,-1.25722072,0.134150453,-0.872407855,1.24,0.093421685,0.076454774,-1.11659539,0.077668346,-1.109755945,2.73,0.436162647,49.4,1.693726949,4.11,0.613841822,1.02,0.008600172,0.100474421,-0.99794449,0.052869967,-1.276790963,0.067333417,-1.171769345,0.071678371,-1.144611874,709.0048498
Pumpkinseed,Spill,Spring,Whole Body,8,0.903089987,0.096774194,-1.014240439,0.051799215,-1.285676821,0.130570466,-0.884155045,0.096774194,-1.014240439,1.28,0.10720997,2.24,0.350248018,3.92,0.593286067,7.67,0.884795364,0.058536647,-1.232572156,2.65,0.423245874,7.67,0.884795364,0.087375377,-1.058610938,0.049898044,-1.301916479,0.128115711,-0.89239761,23.2,1.365487985,1.18,0.071882007,767,2.884795364,0.85,-0.070581074,0.998,-0.000869459,0.258718612,-0.587172327,0.147020369,-0.832622491,36,1.556302501,65.6,1.816903839,16.1,1.206825876,0.056479709,-1.24810755,8.91,0.949877704,0.063635665,-1.196299416,0.060219099,-1.220265746,0.146065322,-0.835452881,1.82,0.260071388,0.274709403,-0.561126475,0.084566631,-1.072800971,0.055326631,-1.257065775,0.194835612,-0.710331661,2.99,0.475671188,0.029325513,-1.532754379,0.109398278,-0.960989515,0.057565729,-1.239835989,0.073313783,-1.13481437,0.078044643,-1.1076569,952.4670688
Pumpkinseed,Spill,Spring,Whole Body,7.5,0.875061263,0.089197225,-1.049648657,0.047743578,-1.321085039,0.120347407,-0.919563263,0.027029462,-1.568162597,2.84,0.45331834,3.67,0.564666064,6.66,0.823474229,10.5,1.021189299,0.0539535,-1.267980374,1.95,0.290034611,8.61,0.935003151,0.080534292,-1.094019155,0.04599126,-1.337324697,0.118084847,-0.927805828,38.1,1.580924976,0.892,-0.049635146,1240,3.093421685,0.895,-0.048176965,0.854,-0.068542129,0.23846215,-0.622580545,0.135509359,-0.868030709,112,2.049218023,141,2.149219113,23.3,1.367355921,0.052057611,-1.283515768,0.067982498,-1.167602881,0.058653288,-1.231707633,0.055504224,-1.255673964,0.352,-0.453457337,3.93,0.59439255,0.253200936,-0.596534693,0.077945458,-1.108209188,1.37,0.136720567,5.36,0.72916479,2.06,0.31386722,0.027029462,-1.568162597,0.100832902,-0.996397733,0.053058601,-1.275244206,0.067573655,-1.170222588,0.071934111,-1.143065117,1606.185626
Pumpkinseed,Spill,Spring,Whole Body,8,0.903089987,0.088950385,-1.050852166,0.047611455,-1.322288548,0.120014364,-0.920766772,0.026954662,-1.569366106,0.369,-0.432973634,0.419,-0.377785977,3,0.477121255,6.34,0.802089258,0.053804192,-1.269183883,4.12,0.614897216,10.8,1.033423755,0.080311426,-1.095222664,0.151351153,-0.820014265,0.117758066,-0.929009337,11.7,1.068185862,1.57,0.195899652,563,2.750508395,0.608,-0.216096421,1.01,0.004321374,0.237802243,-0.623784053,0.135134358,-0.869234218,73.2,1.864511081,64.5,1.809559715,18.7,1.271841607,0.051913549,-1.284719277,0.067794367,-1.16880639,0.058490975,-1.232911142,0.055350625,-1.256877472,0.134256522,-0.872064607,0.71,-0.148741651,0.252500242,-0.597738202,0.077729756,-1.109412697,0.87,-0.060480747,11.8,1.071882007,3.39,0.530199698,0.906,-0.042871802,0.100553863,-0.997601242,0.052911769,-1.276447715,0.067386656,-1.171426097,0.071735045,-1.144268626,779.0623157
Pumpkinseed,Spill,Spring,Whole Body,4.75,0.67669361,0.029376053,-1.532006562,0.051888486,-1.284929004,0.130795491,-0.883407228,0.096940974,-1.013492622,0.465,-0.332547047,0.167718865,-0.775418085,1.71,0.23299611,2.95,0.469822016,0.058637529,-1.231824339,0.718,-0.143875556,2.59,0.413299764,0.087525959,-1.057863121,0.049984038,-1.301168662,0.128336505,-0.891649793,9.32,0.969415912,0.811,-0.090979146,397,2.598790507,0.354,-0.450996738,0.198474812,-0.7022946,0.259164487,-0.58642451,0.147273743,-0.831874674,82,1.913813852,229,2.359835482,24.7,1.392696953,0.056577046,-1.247359733,0.073884468,-1.131446847,0.063745334,-1.195551599,0.06032288,-1.219517929,0.367,-0.435333936,0.941,-0.026410377,0.083388738,-1.078892598,0.084712373,-1.072053154,0.182892536,-0.737804019,1.53,0.184691431,2.21,0.344392274,0.029376053,-1.532006562,0.109586814,-0.960241698,0.057664938,-1.239088172,0.073440132,-1.134066554,0.078179145,-1.106909083,759.0258874
Pumpkinseed,Spill,Spring,Whole Body,8,0.903089987,0.089,-1.050609993,0.04775,-1.321026624,0.03635,-1.439495585,0.02695,-1.56944123,0.472,-0.326058001,0.154,-0.812479279,3,0.477121255,6.01,0.778874472,8.84,0.946452265,3.31,0.519827994,6.98,0.843855423,0.0805,-1.09420412,0.0459,-1.338187314,0.118,-0.928117993,4.82,0.683047038,0.482,-0.316952962,396,2.597695186,0.531,-0.274905479,2.62,0.418301291,0.238,-0.623423043,0.1355,-0.868060705,0.089,-1.050609993,63.2,1.800717078,89.5,1.951823035,8.27,0.91750551,0.068,-1.167491087,0.1935,-0.713319031,0.0555,-1.255707017,0.04075,-1.389872387,0.139,-0.8569852,0.66,-0.180456064,0.078,-1.107905397,0.051,-1.292429824,6.14,0.788168371,13.7,1.136720567,0.089,-1.050609993,0.101,-0.995678626,0.053,-1.27572413,0.0675,-1.170696227,0.072,-1.142667504,616.6042
Pumpkinseed,Spill,Spring,Whole Body,10.5,1.021189299,0.0288,-1.540607512,0.051,-1.292429824,0.03895,-1.409492538,0.095,-1.022276395,0.095,-1.022276395,0.1645,-0.783834098,2.22,0.346352974,4.2,0.62324929,6.25,0.795880017,3.47,0.540329475,5.33,0.726727209,0.086,-1.065501549,0.162,-0.790484985,0.126,-0.899629455,4.58,0.660865478,0.584,-0.233587153,484,2.684845362,0.397,-0.401209493,3.48,0.541579244,0.2545,-0.594312213,0.1445,-0.840132153,0.095,-1.022276395,37.5,1.574031268,30.1,1.478566496,17.1,1.23299611,0.0725,-1.139661993,0.2065,-0.685079944,0.059,-1.229147988,0.0435,-1.361510743,0.1485,-0.828273546,1.39,0.1430148,0.083,-1.080921908,0.0545,-1.263603498,0.1915,-0.717831222,3.67,0.564666064,0.0288,-1.540607512,0.1075,-0.968591536,0.0565,-1.247951552,0.072,-1.142667504,0.253,-0.596879479,606.98905
Pumpkinseed,Spill,Spring,Whole Body,6,0.77815125,0.0905,-1.043351421,0.04865,-1.312917155,0.0371,-1.43062609,0.0905,-1.043351421,0.55,-0.259637311,0.401,-0.396855627,3.98,0.599883072,6.92,0.840106094,11.4,1.056904851,1.03,0.012837225,5.38,0.730782276,0.082,-1.086186148,0.1545,-0.811071516,0.12,-0.920818754,10.7,1.029383778,1.18,0.071882007,658,2.818225894,0.296,-0.528708289,2.16,0.334453751,0.2425,-0.615288257,0.138,-0.860120914,0.0905,-1.043351421,83.1,1.919601024,45.8,1.660865478,20,1.301029996,0.069,-1.161150909,0.915,-0.038578906,0.0565,-1.247951552,0.0415,-1.381951903,0.599,-0.222573178,0.954,-0.020451625,0.079,-1.102372909,0.052,-1.283996656,1.82,0.260071388,15,1.176091259,0.0274,-1.562249437,0.1025,-0.989276135,0.054,-1.26760624,0.069,-1.161150909,0.073,-1.13667714,871.90315
Pumpkinseed,Spill,Spring,Whole Body,6.5,0.812913357,0.02865,-1.542875374,0.051,-1.292429824,0.128,-0.89279003,0.0945,-1.024568191,0.315,-0.501689446,0.164,-0.785156152,1.74,0.240549248,2.06,0.31386722,2.58,0.411619706,0.326,-0.4867824,1.26,0.100370545,0.0855,-1.068033885,0.161,-0.793174124,0.1255,-0.901356274,6.56,0.816903839,0.237,-0.625251654,197,2.294466226,0.135,-0.869666232,0.503,-0.298432015,0.2535,-0.596022036,0.144,-0.841637508,0.0945,-1.024568191,14.4,1.158362492,66.1,1.820201459,9.89,0.995196292,0.0725,-1.139661993,0.2055,-0.687188174,0.059,-1.229147988,0.04335,-1.363010898,0.148,-0.829738285,1.31,0.117271296,0.273,-0.563837353,0.054,-1.26760624,0.1905,-0.72010502,0.788,-0.103473783,0.02865,-1.542875374,0.107,-0.970616222,0.0565,-1.247951552,0.072,-1.142667504,0.0765,-1.116338565,307.92065
Pumpkinseed,Spill,Spring,Whole Body,8,0.903089987,0.02805,-1.552067134,0.04955,-1.304956341,0.125,-0.903089987,0.0925,-1.033858267,0.355,-0.449771647,0.16,-0.795880017,3.87,0.587710965,4.5,0.653212514,4.89,0.689308859,2.02,0.305351369,3.99,0.600972896,0.0835,-1.078313525,0.04775,-1.321026624,0.1225,-0.911863911,12.2,1.086359831,0.738,-0.131943638,481,2.682145076,0.292,-0.534617149,5.38,0.730782276,0.2475,-0.606424797,0.1405,-0.852323676,0.0925,-1.033858267,34,1.531478917,34.7,1.540329475,19.6,1.292256071,0.0705,-1.151810883,0.201,-0.696803943,0.0575,-1.240332155,0.0424,-1.372634143,0.1445,-0.840132153,1.5,0.176091259,0.267,-0.573488739,0.053,-1.27572413,0.1865,-0.729321164,1.94,0.28780173,0.02805,-1.552067134,0.1045,-0.98088371,0.055,-1.259637311,0.07,-1.15490196,0.0745,-1.127843727,613.5188
Pumpkinseed,Spill,Spring,Whole Body,7.5,0.875061263,0.0262,-1.581698709,0.0462,-1.335358024,0.1165,-0.933674075,0.0262,-1.581698709,0.264,-0.578396073,0.1495,-0.825358807,2.2,0.342422681,4.06,0.608526034,5.78,0.761927838,1.27,0.103803721,5.94,0.773786445,0.078,-1.107905397,0.04455,-1.351152292,0.1145,-0.941194513,5.05,0.703291378,0.81,-0.091514981,332,2.521138084,0.954,-0.020451625,5.21,0.716837723,0.231,-0.63638802,0.131,-0.882728704,0.0865,-1.062983893,20.6,1.31386722,40.8,1.610660163,19.1,1.281033367,0.066,-1.180456064,1.27,0.103803721,0.054,-1.26760624,0.03955,-1.402853512,0.135,-0.869666232,1.1,0.041392685,0.249,-0.603800653,0.0494,-1.306273051,1.11,0.045322979,4.33,0.636487896,0.0262,-1.581698709,0.0975,-1.010995384,1.83,0.26245109,0.0655,-1.1837587,0.0695,-1.158015195,455.5798
Pumpkinseed,Spill,Spring,Whole Body,5.5,0.740362689,0.02775,-1.556737013,0.0491,-1.308918508,0.1235,-0.908333042,0.0915,-1.038578906,0.805,-0.09420412,0.507,-0.294992041,2.48,0.394451681,4.75,0.67669361,8.19,0.913283902,0.921,-0.03574037,4.96,0.695481676,0.0825,-1.083546051,0.156,-0.806875402,0.1215,-0.915423722,10.1,1.004321374,0.738,-0.131943638,354,2.549003262,0,#NUM!,0.941,-0.026410377,0.245,-0.610833916,0.139,-0.8569852,0.0915,-1.038578906,73.3,1.865103975,185,2.267171728,30.2,1.480006943,0.07,-1.15490196,0.199,-0.701146924,0.057,-1.244125144,0.0418,-1.378823718,0.808,-0.092588639,1.7,0.230448921,0.264,-0.578396073,0.173,-0.761953897,0.1845,-0.73400363,0,#NUM!,0.02775,-1.556737013,0.1035,-0.98505965,0.0545,-1.263603498,0.0695,-1.158015195,0.074,-1.13076828,681.8459
