"","SppAlias","PFAA","C_B_re","C_WTO","C_s","k1","k2","ke","kg","kd","Total Elimination","RMR","Gill_uptake","Diet_up%","Gill_up%","Dietary_uptake","Total Elimination.1","G_V","G_D","log_BAF_re","log_ngkg_re","log_ngkg_re_max","log_ngkg_re_min","logngkg_re_Up","logngkg_re_Lo","Obs_ngg","Obs_logngkg","Obs_ngg_max","Obs_logngkg_max","Obs_ngg_min","Obs_logngkg_min","Obs_logngkg_Up","Obs_logngkg_Lo","temperature","pH","env_DO","runID","WB","iteration","loc","Seasonality"
"19","Kil","PFDA",0,0,0,2.84541259681021,0.00371531762870653,7.1291382872884e-06,0.000955580505170302,0.0237736580128698,0.00467802727216412,NA,0,NA,NA,0,0.00467802727216412,519.095541309972,0.246880294749032,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",6.75,1,"JBA","Spring"
"20","Kil","PFOA",1397.8540602776,0.215232629805803,0.254412091969035,0.0520300611996242,0.000493868659268863,8.537095646598e-07,0.000955580505170302,0.00504733047042466,0.00145030287400382,NA,0.00895885352076161,0.01969770504556,0.914745552520884,0.000192915782658927,0.00145030287400382,519.095541309972,0.246880294749032,0.81255372014784,3.14546183226476,NA,NA,NA,NA,1.83,3.26245108973043,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",6.75,1,"JBA","Spring"
"21","Kil","PFOS",228976.4994774,0.745110948759597,5,5.20300611996242,0.00494691051097773,8.87153098983894e-06,0.000955580505170302,0.0263704729650448,0.00591136254713787,NA,1.55072673057888,0.0215399730354358,0.938558985929261,0.0355892516749246,0.00591136254713787,519.095541309972,0.246880294749032,2.48756996669864,5.35979091172411,NA,NA,NA,NA,1670,6.22271647114758,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",6.75,1,"JBA","Spring"
"22","Kil","PFHxS",1787.2855472171,0.588971578337718,1,0.0607534040940559,0.000180666660743663,1.85422588436462e-06,0.000955580505170302,0.0204087710325867,0.00113810139179833,NA,0.0329194660347721,0.08837364338975,0.695908454450023,0.004180453813048,0.00113810139179833,519.095541309972,0.246880294749032,0.482099605687416,3.25219394348145,NA,NA,NA,NA,35.1,4.54530711646582,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",6.75,1,"JBA","Spring"
"23","Kil","PFNA",1047.41107324214,0.0107150280962978,0.167422314004652,0.373056662354766,0.00164279356345794,5.06891705434296e-06,0.000955580505170302,0.0190920761272585,0.00260344298568259,NA,0.00239838757118543,0.0235810721813402,0.585954739530026,9.65203395748876e-05,0.00260344298568259,519.095541309972,0.246880294749032,1.99012384679606,3.02011716095609,NA,NA,NA,NA,4.39,3.64246452024212,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",6.75,1,"JBA","Spring"
"24","Kil","PFUA",0,0,0,11.7815462116574,0.00500057712088496,1.07494005112633e-05,0.000955580505170302,0.0274311438610036,0.00596690702656653,NA,0,NA,NA,0,0.00596690702656653,519.095541309972,0.246880294749032,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",6.75,1,"JBA","Spring"
"25","Mad","PFUA",0,0,0,10.797602845836,0.00458295072491115,0.00117435131227765,0.000909126793354268,0.0264248055329064,0.00666642883054307,NA,0,NA,NA,0,0.00666642883054307,610.36057862232,0.30511842121996,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",8.66,1,"JBA","Spring"
"26","Mad","PFHxS",16901.6209357707,0.588971578337718,1,0.0556795447011123,0.0001655781690406,0.000676012458076229,0.000909126793354268,0.0196600553164824,0.0017507174204711,NA,0.0301701757778405,0.909858390038562,0.071503761542901,0.383904104736315,0.0017507174204711,610.36057862232,0.30511842121996,1.45783401946479,4.22792835725883,NA,NA,NA,NA,25.1,4.39967372148104,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",8.66,1,"JBA","Spring"
"27","Mad","PFNA",4127.63996578112,0.0107150280962978,0.167422314004652,0.341900596639362,0.00150559460848722,0.000743267381167226,0.000909126793354268,0.0183916646509029,0.00315798878300871,NA,0.00219808469947904,0.809134800719178,0.1223229963389,0.0145397584960176,0.00315798878300871,610.36057862232,0.30511842121996,2.58570849468837,3.6157018088484,NA,NA,NA,NA,0.504,2.70243053644553,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",8.66,1,"JBA","Spring"
"28","Mad","PFDA",0,0,0,2.60777614422931,0.00340503050110793,0.000944441699049236,0.000909126793354268,0.0229014981285189,0.00525859899351143,NA,0,NA,NA,0,0.00525859899351143,610.36057862232,0.30511842121996,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",8.66,1,"JBA","Spring"
"29","Mad","PFOA",3158.27381931934,0.215232629805803,0.254412091969035,0.0476847373668322,0.000452622902375432,0.000182299422037159,0.000909126793354268,0.00486216421805478,0.00154404911776686,NA,0.00821064914004988,0.584633776985729,0.391757772154039,0.0122530378704638,0.00154404911776686,610.36057862232,0.30511842121996,1.16654166810388,3.4994497802208,NA,NA,NA,NA,0.9055,2.95688845465008,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",8.66,1,"JBA","Spring"
"30","Mad","PFOS",1550051.01740507,0.745110948759597,5,4.76847373668322,0.00453376611624855,0.00103508737947979,0.000909126793354268,0.025403046385634,0.00647798028908261,NA,1.4212167960301,0.87624069872488,0.119487814337162,10.4222175734086,0.00647798028908261,610.36057862232,0.30511842121996,3.3181250474757,6.19034599250118,NA,NA,NA,NA,603.25,5.78049733058082,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",8.66,1,"JBA","Spring"
"31","Min","PFDA",0,0,0,3.64372916327361,0.00475769707694363,0.000357238722047079,0.00110062453284467,0.0264316905975002,0.00621556033183538,NA,0,NA,NA,0,0.00621556033183538,327.935624694625,0.135411584137963,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",3.33,1,"JBA","Spring"
"32","Min","PFHxS",5591.73294441465,0.588971578337718,1,0.0777985415942204,0.000231354982163542,0.000279181599728767,0.00110062453284467,0.0226905897744694,0.00161116111473698,NA,0.0421554394483109,0.73685608966227,0.221428725847137,0.140282125325152,0.00161116111473698,327.935624694625,0.135411584137963,0.977452083967801,3.74754642176184,NA,NA,NA,NA,30.34,4.48201557645071,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",3.33,1,"JBA","Spring"
"33","Min","PFOS",407206.929708083,0.745110948759597,5,6.66277542921227,0.00633482895140095,0.000383878815123027,0.00110062453284467,0.0293188444935349,0.00781933229936865,NA,1.98580276857299,0.472835040474334,0.513887444731164,1.82716496010807,0.00781933229936865,327.935624694625,0.135411584137963,2.73759421504088,5.60981516006636,NA,NA,NA,NA,1293.4,6.1117328566111,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",3.33,1,"JBA","Spring"
"34","Min","PFUA",0,0,0,15.0870083192843,0.00640355240888203,0.000430582077775755,0.00110062453284467,0.0304981045355772,0.00793475901950246,NA,0,NA,NA,0,0.00793475901950246,327.935624694625,0.135411584137963,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",3.33,1,"JBA","Spring"
"35","Min","PFNA",1618.81270943237,0.0107150280962978,0.167422314004652,0.477722437055143,0.00210370011826061,0.00028505814024266,0.00110062453284467,0.0212266807567617,0.00348938279134794,NA,0.00307128560116662,0.483385032406615,0.367700354441949,0.00403756339072086,0.00348938279134794,327.935624694625,0.135411584137963,2.17920329125476,3.20919660541478,NA,NA,NA,NA,2.564,3.40891802084678,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",3.33,1,"JBA","Spring"
"36","Min","PFOA",1931.38872028007,0.215232629805803,0.254412091969035,0.0666277542921226,0.000632429770860686,7.27305748911635e-05,0.00110062453284467,0.0056116512345462,0.00180578487859652,NA,0.0114723734194788,0.305129118445481,0.665868628045609,0.00525712586615981,0.00180578487859652,327.935624694625,0.135411584137963,0.952961578587823,3.28586969070474,NA,NA,NA,NA,3.842,3.58455736052567,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",3.33,1,"JBA","Spring"
"37","Phy","PFOA",7644.26992800795,0.215232629805803,0.254412091969035,568.290798312902,12.7206702188445,0,0.08,0,12.8006702188445,NA,97.8517784122603,0,1,0,12.8006702188445,NA,NA,1.55042790197702,3.88333601409394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",NA,1,"JBA","Spring"
"38","Phy","PFOS",269917.431682774,0.745110948759597,5,7546.93510900909,8.25336912587369,0,0.08,0,8.33336912587369,NA,2249.32159172035,0,1,0,8.33336912587369,NA,NA,2.55900998784218,5.43123093286766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",NA,1,"JBA","Spring"
"39","Phy","PFUA",0,0,0,10736.4360669518,4.33922214091689,0,0.08,0,4.41922214091689,NA,0,NA,NA,0,4.41922214091689,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",NA,1,"JBA","Spring"
"40","Phy","PFHxS",40967.2273393932,0.588971578337718,1,1120.50004663518,14.7403162856192,0,0.08,0,14.8203162856192,NA,607.147266514674,0,1,0,14.8203162856192,NA,NA,1.84234223411738,4.61243657191142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",NA,1,"JBA","Spring"
"41","Phy","PFNA",1011.10365296608,0.0107150280962978,0.167422314004652,1780.60787864424,11.2418442395256,0,0.08,0,11.3218442395256,NA,11.4475580688973,0,1,0,11.3218442395256,NA,NA,1.97480236527244,3.00479567943247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",NA,1,"JBA","Spring"
"42","Phy","PFDA",0,0,0,5292.89323402379,8.68254649532456,0,0.08,0,8.76254649532456,NA,0,NA,NA,0,8.76254649532456,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",NA,1,"JBA","Spring"
"43","Pum","PFDA",0,0,0,2.18739743493735,0.00285613280130996,0.00128398438701185,0.000822242856175449,0.0212395656858804,0.00496236004449725,NA,0,NA,NA,0,0.00496236004449725,845.99073767442,0.467597207638382,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.31,1,"JBA","Spring"
"44","Pum","PFHxS",23792.4581292192,0.588971578337718,1,0.0467038911783921,0.000138886638349884,0.000882770502685553,0.000822242856175449,0.0182333502349558,0.00184389999721089,NA,0.0253066833417026,0.942909381060988,0.0499000649726314,0.478193949036313,0.00184389999721089,845.99073767442,0.467597207638382,1.60634497590386,4.3764393136979,NA,NA,NA,NA,13.475,4.12952877385878,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.31,1,"JBA","Spring"
"45","Pum","PFNA",4688.21419923215,0.0107150280962978,0.167422314004652,0.286785539375165,0.0012628897583668,0.00100443555896175,0.000822242856175449,0.017057005058507,0.003089568173504,NA,0.00184374906721008,0.874130562697027,0.096100153738198,0.0167708098988384,0.003089568173504,845.99073767442,0.467597207638382,2.64101413172957,3.6710074458896,NA,NA,NA,NA,0.663484911931035,2.82183105117996,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.31,1,"JBA","Spring"
"46","Pum","PFOA",3916.7189206083,0.215232629805803,0.254412091969035,0.0399978627125206,0.000379659188861289,0.000242005387974125,0.000822242856175449,0.00450932317638691,0.00144390743301086,NA,0.00688707614258182,0.682075828007927,0.307673911674979,0.0152678143458179,0.00144390743301086,845.99073767442,0.467597207638382,1.26001429384278,3.5929224059597,NA,NA,NA,NA,0.560518281189655,2.74858978158811,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.31,1,"JBA","Spring"
"47","Pum","PFOS",1999237.53879389,0.745110948759597,5,3.99978627125206,0.00380291398678272,0.00141903572608176,0.000822242856175449,0.0235595797838765,0.00604419256903993,NA,1.19211381736329,0.913711828799972,0.0846159185550643,12.872855543037,0.00604419256903993,845.99073767442,0.467597207638382,3.42864345272376,6.30086439774924,NA,NA,NA,NA,789.672413793104,5.89744696674968,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.31,1,"JBA","Spring"
"48","Pum","PFUA",0,0,0,9.0570077576325,0.0038441699385503,0.00161759888624547,0.000822242856175449,0.0245071911760158,0.00628401168097122,NA,0,NA,NA,0,0.00628401168097122,845.99073767442,0.467597207638382,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.31,1,"JBA","Spring"
"49","Swa","PFDA",0,0,0,4.25360100233435,0.00555402011194183,0.000169394979484135,0.00120238979329998,0.0282442151426175,0.00692580488472595,NA,0,NA,NA,0,0.00692580488472595,246.019084999879,0.0929886467772332,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",2.14,1,"JBA","Spring"
"50","Swa","PFHxS",3956.66414595501,0.588971578337718,1,0.090820129509301,0.000270078191854896,4.40581376014189e-05,0.00120238979329998,0.0242465723839701,0.00151652612275629,NA,0.0492112370201746,0.637489362448825,0.315827759271359,0.0993314843055157,0.00151652612275629,246.019084999879,0.0929886467772332,0.827234849760643,3.59732918755468,NA,NA,NA,NA,63.94375,4.80579810200998,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",2.14,1,"JBA","Spring"
"51","Swa","PFNA",1225.08374289124,0.0107150280962978,0.167422314004652,0.557681580062809,0.0024558084672805,0.000120442200140544,0.00120238979329998,0.0226822773914559,0.00377864046072102,NA,0.00358534427949644,0.326789535465355,0.510877374174569,0.0022934133528091,0.00377864046072102,246.019084999879,0.0929886467772332,2.05817246256705,3.08816577672708,NA,NA,NA,NA,7.619375,3.88191934861211,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",2.14,1,"JBA","Spring"
"52","Swa","PFOA",1795.53339141454,0.215232629805803,0.254412091969035,0.0777796234958471,0.000738283167243486,2.0284936041823e-05,0.00120238979329998,0.00599646413797111,0.00196095789658529,NA,0.0133925703282531,0.248661921766059,0.72651061911541,0.00458385904842707,0.00196095789658529,246.019084999879,0.0929886467772332,0.921285373965744,3.25419348608266,NA,NA,NA,NA,3.058,3.4854374810763,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",2.14,1,"JBA","Spring"
"53","Swa","PFOS",298450.021068863,0.745110948759597,5,7.77796234958472,0.00739512558970957,0.000210795856309336,0.00120238979329998,0.031329352488965,0.00880831123931889,NA,2.3181779622862,0.263371216313237,0.721992573568473,0.845633836010576,0.00880831123931889,246.019084999879,0.0929886467772332,2.60265066886092,5.4748716138864,NA,NA,NA,NA,1419.875,6.15225011255224,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",2.14,1,"JBA","Spring"
"54","Swa","PFUA",0,0,0,17.6122073934493,0.0074753516862515,0.00025541578879441,0.00120238979329998,0.0325894790107126,0.00893315726834589,NA,0,NA,NA,0,0.00893315726834589,246.019084999879,0.0929886467772332,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",2.14,1,"JBA","Spring"
"55","Chu","PFUA",0,0,0,8.92145937952016,0.00378663758191523,0.00123505124487175,0.000815188259373526,0.0243493231870877,0.00583687708616051,NA,0,NA,NA,0,0.00583687708616051,870.016991710387,0.485038517886786,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.94,2,"JBA","Spring"
"56","Chu","PFOA",2815.2629526755,0.200433313056827,0.218575041501447,0.0393992493996333,0.000373977159137706,0.000210892362258713,0.000815188259373526,0.00448027546642413,0.00140005778076994,NA,0.00631753767129655,0.568784711581498,0.400198097026998,0.00897885039676048,0.00140005778076994,870.016991710387,0.485038517886786,1.14754906009304,3.44951896528419,NA,NA,NA,NA,4.855,3.68618923424402,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.94,2,"JBA","Spring"
"57","Chu","PFOS",1937176.76700786,0.563880073531298,0.922880644077411,3.93992493996333,0.00374599907218803,0.0011027760959439,0.000815188259373526,0.0234078160238536,0.00566396342750545,NA,0.888658065941726,0.930196257817156,0.0689654921295642,11.9860872719513,0.00566396342750545,870.016991710387,0.485038517886786,3.53598250411174,6.28716925181535,NA,NA,NA,NA,1935,6.28668096935493,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.94,2,"JBA","Spring"
"58","Chu","PFDA",0,0,0,2.15466055510604,0.00281338753938117,0.00102891364687604,0.000815188259373526,0.0211027467621427,0.00465748944563074,NA,0,NA,NA,0,0.00465748944563074,870.016991710387,0.485038517886786,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.94,2,"JBA","Spring"
"59","Chu","PFHxS",19287.3603370722,0.728232330241008,1,0.0460049145549669,0.000136808042518503,0.000812893538578033,0.000815188259373526,0.0181158964511932,0.00176488984047006,NA,0.0308220848385898,0.901280826765046,0.0762970965381587,0.364094511670615,0.00176488984047006,870.016991710387,0.485038517886786,1.42300283853714,4.28527279428528,NA,NA,NA,NA,48,4.68124123737559,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.94,2,"JBA","Spring"
"60","Chu","PFNA",4320.54835054359,0.0102996299337503,0.0130045832496847,0.28249346899512,0.00124398918291603,0.000822487248579817,0.000815188259373526,0.016947128938213,0.00288166469086937,NA,0.00174574691361065,0.888985383589079,0.104423206521522,0.0148620554888415,0.00288166469086937,870.016991710387,0.485038517886786,2.62271724885463,3.63553886961636,NA,NA,NA,NA,2.6685,3.42626720713961,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",14.94,2,"JBA","Spring"
"61","Dac","PFNA",745.820702333947,0.0102996299337503,0.0130045832496847,0.388078927704968,0.00170894566129235,9.03592438592446e-05,0.00097738253266876,0.0194178493110793,0.00277668743782035,NA,0.00239824160426868,0.189329374497571,0.777906974622808,0.000583691363675462,0.00277668743782035,482.398667091519,0.224309638593502,1.85981281348562,2.87263443424735,NA,NA,NA,NA,6.8867,3.83801116456186,NA,NA,NA,NA,NA,NA,13.2458333333333,8,9.331,"default",6.03,2,"JBA","Spring"
