"","SppAlias","PFAA","C_B_re","C_WTO","C_s","k1","k2","ke","kg","kd","Total Elimination","RMR","Gill_uptake","Dietary_uptake","Sediment_uptake","Gill_up%","Diet_up%","Sed_up%","G_V","G_D","log_BAF_re","log_ngkg_re","log_ngkg_re_max","log_ngkg_re_min","logngkg_re_Up","logngkg_re_Lo","Obs_ngg","Obs_logngkg","Obs_ngg_max","Obs_logngkg_max","Obs_ngg_min","Obs_logngkg_min","Obs_logngkg_Up","Obs_logngkg_Lo","temperature","pH","env_DO","runID","WB","iteration","loc","Seasonality"
"1","Chu","PFUA",0,0,0,113.448515278841,0.0481522577520773,0.00425700560239763,0.0037349574791269,0.077595379105833,0.0567229953426535,NA,0,0,0,NA,NA,NA,7.73691876476434,0.00108094247258387,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0104478754248004,1,"JBA","Spring"
"2","Chu","PFOA",2219.09982180657,0.187159062840044,0.0942011814746687,0.501015154286288,0.00475562928076161,0.000338088286483438,0.0037349574791269,0.0142775497554733,0.0623295044549401,NA,0.0750156213959056,0.0628962822166853,0.000403488616658685,0.542351940639923,0.454730895838682,0.00291716352139555,7.73691876476434,0.00108094247258387,1.07396597666119,3.34617683854778,NA,NA,NA,NA,6.84207386263098,3.83518775823839,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0104478754248004,1,"JBA","Spring"
"3","Chu","PFOS",355797.968529176,0.639737575046485,1.66465147547855,50.1015154286288,0.0476354837137087,0.00351332682097172,0.0037349574791269,0.0745950244470741,0.067444368197024,NA,12.820728794586,11.1385879833961,0.0372524152527541,0.534273407641974,0.464174186472302,0.00155240588572371,7.73691876476434,0.00108094247258387,2.74520160430514,5.55120346409898,NA,NA,NA,NA,1771.30132349208,6.24829244712932,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0104478754248004,1,"JBA","Spring"
"4","Chu","PFDA",0,0,0,27.3994455960646,0.0357760569957279,0.00282329992239609,0.0037349574791269,0.0672493285583886,0.0486680127052556,NA,0,0,0,NA,NA,NA,7.73691876476434,0.00108094247258387,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0104478754248004,1,"JBA","Spring"
"5","Chu","PFHxS",9933.4249228088,0.769445721516386,0.443657715489708,0.585015189753813,0.00173970071954343,0.000734315366664407,0.0037349574791269,0.0577309620547397,0.250110731164084,NA,0.414126439995914,2.06264589438986,0.00768383602146865,0.166686957463223,0.830220278771011,0.00309276376576575,7.73691876476434,0.00108094247258387,1.11092102460513,3.99709901371435,NA,NA,NA,NA,45.67067402713,4.65963742115601,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0104478754248004,1,"JBA","Spring"
"6","Chu","PFNA",2166.18319947838,0.0132312085883226,0.0628391254199669,3.59228947531107,0.0158190179230915,0.00200740574098219,0.0037349574791269,0.0540063838576597,0.0341219813264173,NA,0.0285181988144861,0.0443781496891008,0.00101811417861311,0.385827046285947,0.600398732246861,0.0137742214671918,7.73691876476434,0.00108094247258387,2.21409566711282,3.33569518320253,NA,NA,NA,NA,1.85697981252614,3.26880718249252,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0104478754248004,1,"JBA","Spring"
"7","Dac","PFNA",1716.02833778034,0.0132312085883226,0.0628391254199669,3.17039365604392,0.0139611560852488,0.00108728557548421,0.00347761109702282,0.0511907641135817,0.0296114754138813,NA,0.0251688838621272,0.0240368556483402,0.00160839142323865,0.495312689593441,0.473034866614162,0.0316524437923974,9.75737836030244,0.00146410538987651,2.11292493924116,3.23452445533088,NA,NA,NA,NA,5.36411008671786,3.72949768222272,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0149297051284446,1,"JBA","Spring"
"8","Dac","PFOA",1832.21631695376,0.187159062840044,0.0942011814746687,0.442173515705766,0.00419710521823071,0.000183121184536294,0.00347761109702282,0.013533190512786,0.0550752712048853,NA,0.0662054246497431,0.0340669646447885,0.000637421267713108,0.656085114825434,0.337598142885967,0.00631674228859962,9.75737836030244,0.00146410538987651,0.990765884581388,3.26297674646797,NA,NA,NA,NA,1.18845667793111,3.07498335528727,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0149297051284446,1,"JBA","Spring"
"9","Dac","PFDA",0,0,0,24.1815224229283,0.0315743441382045,0.00152920419535364,0.00347761109702282,0.0637432886471802,0.0421709976307041,NA,0,0,0,NA,NA,NA,9.75737836030244,0.00146410538987651,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0149297051284446,1,"JBA","Spring"
"10","Dac","PFHxS",6774.14650923936,0.769445721516386,0.443657715489708,0.516308181462523,0.00153538186790415,0.000397732501073728,0.00347761109702282,0.0547211616386563,0.220667483114152,NA,0.365489431513425,1.11720569614617,0.0121387327807746,0.244501707638436,0.747377836234621,0.00812045612694288,9.75737836030244,0.00146410538987651,0.944676596093709,3.83085458520293,NA,NA,NA,NA,91.3183663108615,4.96055813334246,NA,NA,NA,NA,NA,NA,10.7993000302929,8,9.331,"default",0.0149297051284446,1,"JBA","Spring"
