"","SppAlias","PFAA","C_B_re","C_WTO","C_s","k1","k2","ke","kg","kd","Total Elimination","RMR","Gill_uptake","Dietary_uptake","Sediment_uptake","Gill_up%","Diet_up%","Sed_up%","G_V","G_D","log_BAF_re","log_ngkg_re","log_ngkg_re_max","log_ngkg_re_min","logngkg_re_Up","logngkg_re_Lo","Obs_ngg","Obs_logngkg","Obs_ngg_max","Obs_logngkg_max","Obs_ngg_min","Obs_logngkg_min","Obs_logngkg_Up","Obs_logngkg_Lo","temperature","pH","env_DO","runID","WB","iteration","loc","Seasonality"
"18","Dar","PFOA",3006.53712306954,0.292478587768972,0.126334321487212,0.0618029622413316,0.000586632907923449,0.000244248398938301,0.00105434901859493,0.00570574357344984,0.00188523032545668,NA,0.014460834493027,0.0108329342650839,0.000216249372879542,0.566868844183983,0.424654118607767,0.00847703720825013,377.065387393468,0.170667706041969,1.01197249357381,3.47806657064442,NA,NA,NA,NA,3.84747511148693,3.58517581915229,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",4.12779563795775,1,"JBA","Spring"
"19","Kil","PFDA",0,0,0,2.84541259681021,0.00371531762870653,7.48599806002726e-06,0.000955580505170302,0.0249636843321475,0.00467838413193686,NA,0,0,0,NA,NA,NA,519.095541309972,0.259238260372301,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",6.75,1,"JBA","Spring"
"20","Kil","PFOA",1824.65474298727,0.292478587768972,0.126334321487212,0.0520300611996242,0.000493868659268863,8.9644328491498e-07,0.000955580505170302,0.00529998221205593,0.00145034560772408,NA,0.0121741430569594,0.000275274761729474,0.000334784828327189,0.952280200267394,0.0215324153824897,0.0261873843501167,519.095541309972,0.259238260372301,0.795086623283232,3.26118070035385,NA,NA,NA,NA,1.83,3.26245108973043,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",6.75,1,"JBA","Spring"
"21","Kil","PFOS",180908.613600545,0.593605049993843,2.91011954190302,5.20300611996242,0.00494691051097773,9.31560885806104e-06,0.000955580505170302,0.0276904867745821,0.00591180662500609,NA,1.23541228318343,0.0297720109109571,0.0402913133437592,0.946331188529667,0.0228054900002165,0.0308633214701166,519.095541309972,0.259238260372301,2.4839616584392,5.25745924541221,NA,NA,NA,NA,1670,6.22271647114758,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",6.75,1,"JBA","Spring"
"22","Kil","PFHxS",2133.23928306761,0.795882135241292,0.564125145192198,0.0607534040940559,0.000180666660743663,1.94704195848689e-06,0.000955580505170302,0.0214303628574436,0.00113819420787245,NA,0.04448434505567,0.00593185490388416,0.00604470327923841,0.787878735618706,0.105061282473578,0.107059981907716,519.095541309972,0.259238260372301,0.428190816083118,3.32903957250869,NA,NA,NA,NA,35.1,4.54530711646582,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",6.75,1,"JBA","Spring"
"23","Kil","PFNA",873.151406051001,0.0127373126691673,0.0439794107438065,0.373056662354766,0.00164279356345794,5.32264934500005e-06,0.000955580505170302,0.0200477588021246,0.00260369671797324,NA,0.00285104361103718,0.000120480291050611,0.0004408443094257,0.835502921817647,0.0353069433257833,0.12919013485657,519.095541309972,0.259238260372301,1.83601174790889,2.94108955769314,NA,NA,NA,NA,4.39,3.64246452024212,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",6.75,1,"JBA","Spring"
"24","Kil","PFUA",0,0,0,11.7815462116574,0.00500057712088496,1.1287477971532e-05,0.000955580505170302,0.0288042511524779,0.00596744510402679,NA,0,0,0,NA,NA,NA,519.095541309972,0.259238260372301,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",6.75,1,"JBA","Spring"
"25","Mad","PFUA",0,0,0,12.5340468695811,0.00531996962725569,0.00131451847300691,0.000989993714564122,0.0295787935479465,0.00762448181482673,NA,0,0,0,NA,NA,NA,462.711763859098,0.223047410037597,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",5.65559096441954,1,"JBA","Spring"
"26","Mad","PFHxS",20641.6891873976,0.795882135241292,0.564125145192198,0.0646337926042366,0.000192206044338319,0.000756699341017907,0.000989993714564122,0.0220066223996722,0.00193889909992035,NA,0.0473256103972745,0.543958509660728,0.00496579562256198,0.07937210413398,0.912299516285632,0.00832837958038784,462.711763859098,0.223047410037597,1.41389647794181,4.31474523436739,NA,NA,NA,NA,29.3552365346346,4.46768558412682,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",5.65559096441954,1,"JBA","Spring"
"27","Mad","PFNA",4927.23850380604,0.0127373126691673,0.0439794107438065,0.396884212560952,0.00174772064307264,0.000831981616329805,0.000989993714564122,0.0205868403093708,0.00356969597396657,NA,0.00303314298530706,0.0210310854463638,0.000362158842353188,0.124174850389465,0.860998608203066,0.0148265414074689,462.711763859098,0.223047410037597,2.5875257750967,3.69260358488094,NA,NA,NA,NA,0.411270870706066,2.61412795059934,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",5.65559096441954,1,"JBA","Spring"
"28","Mad","PFDA",0,0,0,3.02715231184399,0.00395261916025174,0.00105716751631196,0.000989993714564122,0.0256349544082203,0.00599978039112782,NA,0,0,0,NA,NA,NA,462.711763859098,0.223047410037597,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",5.65559096441954,1,"JBA","Spring"
"29","Mad","PFOA",3828.29267843622,0.292478587768972,0.126334321487212,0.0553532799504691,0.000525412608114895,0.000204058151407483,0.000989993714564122,0.00544249801282216,0.0017194644740865,NA,0.012951719318635,0.0159844881799321,0.000275029717458155,0.443381402261513,0.547203395108614,0.00941520262987264,462.711763859098,0.223047410037597,1.11691105573609,3.58300513280671,NA,NA,NA,NA,1.33508011903148,3.12550732877865,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",5.65559096441954,1,"JBA","Spring"
"30","Mad","PFOS",1844387.82274302,0.593605049993843,2.91011954190302,5.53532799504691,0.00526287527038399,0.00115863240180108,0.000989993714564122,0.0284350801974259,0.00741150138674919,NA,1.31431946049286,14.8817636636388,0.0330997930232435,0.0809849434319684,0.916975533494553,0.00203952307347868,462.711763859098,0.223047410037597,3.49235465922836,6.26585224620137,NA,NA,NA,NA,665.037262950093,5.82284598010042,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",5.65559096441954,1,"JBA","Spring"
"31","Min","PFDA",0,0,0,3.21755558259474,0.00420123288649188,0.000355647497072374,0.00102511030675141,0.026313957654214,0.00558199069031566,NA,0,0,0,NA,NA,NA,413.153572113861,0.192335740080144,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",4.7510234946385,1,"JBA","Spring"
"32","Min","PFHxS",8217.11587487172,0.795882135241292,0.564125145192198,0.0686991597364822,0.000204295511841123,0.000277938059466892,0.00102511030675141,0.0225895205708483,0.00150734387805942,NA,0.0503023192251257,0.192975935213179,0.00446016080014818,0.203046100770076,0.778950390182467,0.0180035090474571,413.153572113861,0.192335740080144,1.01387065485894,3.91471941128451,NA,NA,NA,NA,32.2487188663334,4.50851246624776,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",4.7510234946385,1,"JBA","Spring"
"33","Min","PFOS",422640.399258009,0.593605049993843,2.91011954190302,5.8834916968902,0.0055939021107295,0.000382168928931565,0.00102511030675141,0.0291882514902897,0.00700118134641247,NA,1.39698815314835,2.15566286970865,0.0297294553695551,0.389960854699589,0.60174034634529,0.00829879895512177,413.153572113861,0.192335740080144,2.8524734209734,5.62597100794641,NA,NA,NA,NA,1822.55877951034,6.26068154368704,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",4.7510234946385,1,"JBA","Spring"
"34","Min","PFUA",0,0,0,13.322419331176,0.00565458761570671,0.000428664164309121,0.00102511030675141,0.0303622588317854,0.00710836208676724,NA,0,0,0,NA,NA,NA,413.153572113861,0.192335740080144,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",4.7510234946385,1,"JBA","Spring"
"35","Min","PFNA",1945.29284772878,0.0127373126691673,0.0439794107438065,0.421847625166677,0.001857649610141,0.000283788424492369,0.00102511030675141,0.0211321321469226,0.00316654834138478,NA,0.00322392306029619,0.00547998271413211,0.000325282551853668,0.357055689148942,0.606918641643689,0.0360256692073685,413.153572113861,0.192335740080144,2.1839071802369,3.28898499002114,NA,NA,NA,NA,1.95451315862825,3.29103859863647,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",4.7510234946385,1,"JBA","Spring"
"36","Min","PFOA",2668.15506488455,0.292478587768972,0.126334321487212,0.058834916968902,0.00055846026108146,7.24066158686692e-05,0.00102511030675141,0.00558665562504851,0.00165597718370153,NA,0.0137663627412553,0.00716817490613955,0.000247025221720627,0.649921954594193,0.338415769904842,0.0116622755009646,413.153572113861,0.192335740080144,0.960116988753638,3.42621106582425,NA,NA,NA,NA,4.16142738061026,3.61924232033736,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",4.7510234946385,1,"JBA","Spring"
"37","Phy","PFOA",10387.7617212867,0.292478587768972,0.126334321487212,568.290798312902,12.7206702188445,0,0.08,0,12.8006702188445,NA,132.970312106127,0,0,1,0,0,NA,NA,1.55042790197702,4.01652197904764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",NA,1,"JBA","Spring"
"38","Phy","PFOS",215034.218454301,0.593605049993843,2.91011954190302,7546.93510900909,8.25336912587369,0,0.08,0,8.33336912587369,NA,1791.95951707345,0,0,1,0,0,NA,NA,2.55900998784218,5.33250757481519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",NA,1,"JBA","Spring"
"39","Phy","PFUA",0,0,0,10736.4360669518,4.33922214091689,0,0.08,0,4.41922214091689,NA,0,0,0,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",NA,1,"JBA","Spring"
"40","Phy","PFHxS",55359.3510603933,0.795882135241292,0.564125145192198,1120.50004663518,14.7403162856192,0,0.08,0,14.8203162856192,NA,820.44309208166,0,0,1,0,0,NA,NA,1.84234223411738,4.74319099054296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",NA,1,"JBA","Spring"
"41","Phy","PFNA",1201.93276704669,0.0127373126691673,0.0439794107438065,1780.60787864424,11.2418442395256,0,0.08,0,11.3218442395256,NA,13.6080955748847,0,0,1,0,0,NA,NA,1.97480236527244,3.07988017505668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",NA,1,"JBA","Spring"
"42","Phy","PFDA",0,0,0,5292.89323402379,8.68254649532456,0,0.08,0,8.76254649532456,NA,0,0,0,NA,NA,NA,NA,NA,NA,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",NA,1,"JBA","Spring"
"43","Pum","PFDA",0,0,0,2.15465566438113,0.0028133811534544,0.00133956979696272,0.000815187202034034,0.0221590550330801,0.00496813815245115,NA,0,0,0,NA,NA,NA,870.020659199471,0.509320660283741,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",14.9400968899717,1,"JBA","Spring"
"44","Pum","PFHxS",32389.4306708291,0.795882135241292,0.564125145192198,0.0460048101313809,0.000136807731986758,0.000920986824301822,0.000815187202034034,0.0190226964745518,0.00187298175832261,NA,0.033685253997235,0.646066074717913,0.00214623628213073,0.0493992877029403,0.947453265536285,0.00314744676077454,870.020659199471,0.509320660283741,1.60955455778743,4.51040331421301,NA,NA,NA,NA,22.4126399741031,4.35049301488661,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",14.9400968899717,1,"JBA","Spring"
"45","Pum","PFNA",5849.45321266737,0.0127373126691673,0.0439794107438065,0.282492827781429,0.00124398635926528,0.00104791892439742,0.000815187202034034,0.0177954257342582,0.00310709248569673,NA,0.00215891968454957,0.0216371361109563,0.000156526467545569,0.0901330662740218,0.903332086425317,0.00653484730066128,870.020659199471,0.509320660283741,2.66203746179883,3.76711527158307,NA,NA,NA,NA,0.535459999517275,2.72872703326727,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",14.9400968899717,1,"JBA","Spring"
"46","Pum","PFOA",5078.31274502293,0.292478587768972,0.126334321487212,0.0393991599698202,0.000373976310271092,0.000252482126505321,0.000815187202034034,0.00470453783779239,0.00144164563881045,NA,0.00921872853380546,0.019349177424789,0.000118868919129683,0.321358137089297,0.674498179292159,0.00414368361854394,870.020659199471,0.509320660283741,1.23962536607113,3.70571944314174,NA,NA,NA,NA,0.70368719594796,2.84737964882513,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",14.9400968899717,1,"JBA","Spring"
"47","Pum","PFOS",2308949.43260335,0.593605049993843,2.91011954190302,3.93991599698202,0.00374599056938653,0.00148046769002702,0.000815187202034034,0.0245795056597704,0.00604164546144758,NA,0.935501612944022,15.280708319571,0.0143058599501627,0.0576384401399195,0.941480142403415,0.000881417456665428,870.020659199471,0.509320660283741,3.58991683473507,6.36341442170808,NA,NA,NA,NA,435.703477507776,5.63919102621166,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",14.9400968899717,1,"JBA","Spring"
"48","Pum","PFUA",0,0,0,8.92143912927538,0.00378662898687101,0.00168762691628817,0.000815187202034034,0.0255681404227847,0.00628944310519322,NA,0,0,0,NA,NA,NA,870.020659199471,0.509320660283741,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",14.9400968899717,1,"JBA","Spring"
"49","Swa","PFDA",0,0,0,4.61207383677197,0.00602208595332157,0.000184150538140636,0.00125928780122576,0.0307044956923298,0.00746552429268797,NA,0,0,0,NA,NA,NA,211.694572741707,0.0802239069733369,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",1.69830307767261,1,"JBA","Spring"
"50","Swa","PFHxS",5215.8613211377,0.795882135241292,0.564125145192198,0.0984740089472934,0.000292839070202648,4.78959280462934e-05,0.00125928780122576,0.0263586286097231,0.0016000227994747,NA,0.0721038081462027,0.145919657467619,0.00446086955745818,0.3240848758664,0.655864860576735,0.0200502635568656,211.694572741707,0.0802239069733369,0.816477279468287,3.71732603589386,NA,NA,NA,NA,65.2253971051717,4.81441673185137,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",1.69830307767261,1,"JBA","Spring"
"51","Swa","PFNA",1282.6178345131,0.0127373126691673,0.0439794107438065,0.604680275194076,0.00266277207802321,0.000130933608766136,0.00125928780122576,0.0246580719252248,0.00405299348801511,NA,0.00462120103801505,0.00296373446191217,0.000325334242004936,0.584202712268858,0.374669203276531,0.0411280844546105,211.694572741707,0.0802239069733369,2.00301946460626,3.1080972743905,NA,NA,NA,NA,10.7735605784826,4.03235925798996,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",1.69830307767261,1,"JBA","Spring"
"52","Swa","PFOA",2412.76157665639,0.292478587768972,0.126334321487212,0.0843345124195487,0.000800502087032651,2.20519043694558e-05,0.00125928780122576,0.00651880062391002,0.00208184179262787,NA,0.0197328312741235,0.00677157475897521,0.000247064476119626,0.737635385962194,0.253129066555118,0.00923554748268844,211.694572741707,0.0802239069733369,0.91642033101372,3.38251440808434,NA,NA,NA,NA,1.09191284363682,3.03818797441432,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",1.69830307767261,1,"JBA","Spring"
"53","Swa","PFOS",237891.789859348,0.593605049993843,2.91011954190302,8.43345124195487,0.0080183508592425,0.000229157738295402,0.00125928780122576,0.0340583713756458,0.00950679639876367,NA,2.0024556984405,0.732371527058834,0.0297341796316971,0.724330338520946,0.26491418338531,0.0107554780937441,211.694572741707,0.0802239069733369,2.60288186691668,5.37637945388969,NA,NA,NA,NA,2791.28988548763,6.44580494187383,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",1.69830307767261,1,"JBA","Spring"
"54","Swa","PFUA",0,0,0,19.0964786971207,0.00810533802157491,0.000277664397725027,0.00125928780122576,0.0354282642603805,0.0096422902205257,NA,0,0,0,NA,NA,NA,211.694572741707,0.0802239069733369,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,10.5449247566983,8,9.331,"default",1.69830307767261,1,"JBA","Spring"
"55","Chu","PFUA",0,0,0,8.89810692997946,0.00377672583325407,0.00186065578758081,0.000813968258220124,0.0366832625770399,0.006451349879055,NA,0,0,0,NA,NA,NA,874.262170722013,0.736223240619845,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,15.0711227304768,8,9.331,"default",15.0522988326149,2,"JBA","Spring"
"56","Chu","PFOA",5410.30144053407,0.304598839759827,0.213427999013381,0.039296119525427,0.000372998251722828,0.00031771806718353,0.000813968258220124,0.00674972031417534,0.00150468457712648,NA,0.00957564193160682,0.0205477365626858,0.000720289650277207,0.310457299914008,0.666189782174249,0.0233529179117439,874.262170722013,0.736223240619845,1.24949321820398,3.7332214629464,NA,NA,NA,NA,7.86079337268611,3.89546638064391,NA,NA,NA,NA,NA,NA,15.0711227304768,8,9.331,"default",15.0522988326149,2,"JBA","Spring"
"57","Chu","PFOS",3046540.90214331,0.595021604269743,2.75272247073585,3.9296119525427,0.00373619369723854,0.00166137780423585,0.000813968258220124,0.0352648430907277,0.00621153975969452,NA,0.935281603263805,20.9412381749399,0.04853716300141,0.0426581151315541,0.955128108952991,0.00221377591545458,874.262170722013,0.736223240619845,3.7092742786921,6.48380701323544,NA,NA,NA,NA,1958.43641876942,6.29190947661106,NA,NA,NA,NA,NA,NA,15.0711227304768,8,9.331,"default",15.0522988326149,2,"JBA","Spring"
"58","Chu","PFDA",0,0,0,2.14902060319347,0.0028060233304825,0.00155010096943758,0.000813968258220124,0.0317921609001013,0.0051700925581402,NA,0,0,0,NA,NA,NA,874.262170722013,0.736223240619845,NA,-Inf,NA,NA,NA,NA,0,-Inf,NA,NA,NA,NA,NA,NA,15.0711227304768,8,9.331,"default",15.0522988326149,2,"JBA","Spring"
"59","Chu","PFHxS",30963.2505010979,0.527728167719906,0.180897896833163,0.0458844939600769,0.000136449939345719,0.0012246577407396,0.000813968258220124,0.0272923473573177,0.00217507593830544,NA,0.0222773767303619,0.634926776291572,0.00246856411828945,0.0337703472517972,0.962487548437764,0.00374210431043902,874.262170722013,0.736223240619845,1.76843627089296,4.49084654634514,NA,NA,NA,NA,55.2849186952226,4.74260667523379,NA,NA,NA,NA,NA,NA,15.0711227304768,8,9.331,"default",15.0522988326149,2,"JBA","Spring"
